quartile_index,quartile_label,n,screen_min_pct,screen_max_pct,screen_median_pct,native_min_pct,native_q1_pct,native_median_pct,native_q3_pct,native_max_pct,native_mean_pct
0,"Q1
6.545-10.250%",162,6.544908058229941,10.249623663168803,9.419050220235068,13.416942639614616,20.678984276614383,22.280050230501065,22.280050230501065,22.49259481275083,21.05577590047021
1,"Q2
10.253-10.986%",162,10.252911592123528,10.98554334105616,10.760267198867709,16.386593208876757,22.280050230501065,22.280050230501065,22.280050230501065,27.1614555648564,21.609979324882126
2,"Q3
10.989-11.579%",161,10.98944064555996,11.579043360364262,11.2323458698025,16.386593208876757,22.280050230501065,22.280050230501065,22.280050230501065,27.1614555648564,21.702168934010178
3,"Q4
11.586-15.295%",162,11.585831552662532,15.294817815717844,12.25457582604772,16.386593208876757,22.280050230501065,22.280050230501065,22.280050230501065,27.857053308712405,22.062460550970044
