quartile_index,quartile_label,n,screen_min_pct,screen_max_pct,screen_median_pct,native_min_pct,native_q1_pct,native_median_pct,native_q3_pct,native_max_pct,native_mean_pct
0,"Q1
10.978-12.531%",5,10.978418516000312,12.53081595959083,11.730982994011873,47.18942593994461,54.31036124887257,58.30407578517147,82.68542415239115,82.68542415239115,65.03494225575419
1,"Q2
12.814-14.353%",5,12.814420981139245,14.353445953786606,13.558837317587557,58.30407578517147,68.49771632385236,82.68542415239115,82.68542415239115,82.68542415239115,74.97161291323945
2,"Q3
14.411-15.927%",5,14.410546997930568,15.926627279753909,15.061202274773407,72.25788784674289,82.68542415239115,82.68542415239115,82.68542415239115,82.68542415239115,80.5999168912615
3,"Q4
15.994-17.209%",5,15.994255419481494,17.208838613059456,16.418377401924303,82.68542415239115,82.68542415239115,82.68542415239115,82.68542415239115,92.87906469107205,84.72415226012733
