stage3_screen_rank,zinc_id,smiles,coverage_pct,anchor_weighted_pct,geometry_penalty_factor,weighted_coverage_pct,features_matched,mw,logp,hbd,hba,rotatable_bonds,lipinski,chemistry_flagged,pains_alert,reactive_flags,hotspot_weighted_pct,hotspot_bits_matched,hotspot_exact_matches,hotspot_compatible_matches,hotspot_exact_residue_count,hotspot_group_count,hotspot_required_groups_pass,native_supported_hotspot_bits_matched,native_supported_hotspot_exact_matches,native_supported_hotspot_exact_residue_count,native_supported_hotspot_weighted_pct,pair_hash_overlap_pct,pair_hash_recall_pct,pair_hash_precision_pct,cascade_score_pct,shortlist_rank,rerank_conformers,best_conformer_id,fit_rmsd_angstrom,mean_pair_distance_error_angstrom,reference_feature_span_angstrom,ligand_feature_span_angstrom,rerank_query_feature_count
11,ZINCk800000gvSjm,O=C(Nc1ccc(COCCO)cc1)[C@@H](O)CCCO,14.285714285714286,17.041827117919773,0.9396045842477292,16.012578883954685,4,283.324,0.2673999999999998,4,5,9,1,,,,32.983637231917015,11,7,4,7,4,1,,,,,21.284314149220524,13.534896980453784,49.79379562043796,25.964043382299117,15199,16,9,0.5406306027454785,0.5259355081409692,15.443445405737666,15.361767626002784,28
12,ZINCk500000ggr6A,C[C@H](CCNC(=O)c1cc[nH]n1)NC(=O)CCC(N)=O,17.857142857142858,20.24202807755431,0.7903787241644674,15.998868326438702,5,281.31600000000003,-0.7001999999999988,4,4,8,1,,,,41.48246235996464,14,9,5,9,4,1,,,,,25.285756189634633,18.57714311258159,39.57837323059606,31.764438657766636,198,16,14,1.0171383017148394,0.9667779312548198,15.443445405737666,13.963599740875233,28
13,ZINCk50000043VVK,C[C@H](NC(=O)c1cnn(C[C@@H](O)CO)c1)[C@H](C)C(=O)O,17.857142857142858,19.267729830797304,0.828316942219395,15.959787056955443,5,285.3,-0.9246999999999994,4,6,7,1,,,,35.53084632385342,12,7,5,7,4,1,,,,,21.68096890182259,14.359053340573066,44.23931983416452,27.22091987063492,7239,16,6,1.388687266582347,0.6462172921011059,11.611623357653302,11.759275972068817,28
14,ZINCk6000004dFhY,NC(=O)Nc1cccc(C(=O)NC2(CCO)COC2)c1,17.857142857142858,19.267729830797304,0.8267009050702188,15.928649689768584,5,279.296,0.05840000000000023,4,4,5,1,,,,32.391143412755326,11,6,5,6,4,1,,,,,19.1513477562108,11.983268929653413,47.66078713702904,24.447266018828614,34119,16,7,1.1385563251881776,0.8099538924233004,11.611623357653302,10.863697331302541,28
15,ZINCk6000018Tgp7,COC[C@H](CO)CN=c1[nH]ccn2nc(C(=O)O)cc12,17.857142857142858,19.267729830797304,0.8248506976249518,15.89300039258225,5,280.28400000000005,-0.4837999999999998,3,6,6,1,,,,38.92405593253,12,7,5,7,3,1,,,,,18.800093520342564,12.452365338523276,38.348820233585855,26.84967848521754,9122,16,2,1.1498005326550789,0.8291616983145744,11.611623357653302,10.969236604191863,28
16,ZINCj800000xc7Sc,CC(C)[C@@H](CO)CNC(=O)c1cc(CC(=O)O)on1,17.857142857142858,19.267729830797304,0.8216956511366432,15.832209809241915,5,270.28499999999997,0.2959999999999998,3,5,7,1,,,,34.351665344695306,12,7,5,7,4,1,,,,,16.98306545202845,11.006697036213732,37.160088392363896,23.93050540909519,43665,16,12,1.0583368599347565,0.8686066944016035,11.611623357653302,10.67744985908222,28
17,ZINCi700000JaK9l,NC(=O)CCNCc1ccc(OCC(=O)O)cc1,17.857142857142858,19.267729830797304,0.8215726708053952,15.829840257444927,5,252.26999999999998,0.11499999999999971,3,4,8,1,,,,30.395859450550955,10,5,5,5,3,1,,,,,21.970117041889267,13.656049982964916,56.16360454943133,25.34041400535394,21558,16,13,1.1246720688697296,0.894214204424495,11.611623357653302,11.195722641996367,28
18,ZINCj600000AJ1v6,CC[C@H](CN)NC(=O)c1ccc(OCC(N)=O)cc1,17.857142857142858,19.267729830797304,0.8199405293327048,15.798392596503488,5,265.313,0.01780000000000037,3,4,7,1,,,,32.391143412755326,11,6,5,6,4,1,,,,,23.696726370819754,15.049817488043725,55.698344132469416,27.174493187593985,7441,16,14,1.1246176918579323,0.8904175832891777,11.611623357653302,11.058132001921592,28
19,ZINCk7000004erhQ,CC=C[C@H](O)C(=O)NCc1cccc(OCC(N)=O)c1,17.857142857142858,19.267729830797304,0.8191301878460573,15.782779155668077,5,278.308,0.10389999999999977,3,4,7,1,,,,32.391143412755326,11,6,5,6,4,1,,,,,21.613963478002656,13.755592190763947,50.415758896151054,25.92483545190373,15576,16,12,1.2206057083628674,0.6254932620384412,11.611623357653302,10.173240300213413,28
20,ZINCk800000EmnEY,C[C@@H](O)CNC(=O)c1nc(C(=O)Nc2cnc[nH]2)cs1,17.857142857142858,19.267729830797304,0.8189612468803439,15.779524046783358,5,295.324,0.22909999999999975,4,6,5,1,,,,38.92405593253,12,7,5,7,3,1,,,,,22.239125375337306,15.042528768481978,42.637723135122364,28.91309759821439,2367,16,10,1.305609404310245,0.778687173939389,11.611623357653302,11.910261676462614,28
21,ZINCk700000Bngy6,C[C@@]1(C(=O)Nc2cccc(CC(=O)O)n2)CNC(=O)C1,17.857142857142858,19.267729830797304,0.8189168523048213,15.778668664096234,5,277.28000000000003,0.1733999999999996,3,4,4,1,,,,34.38695355472221,11,6,5,6,3,1,,,,,18.16360196868485,11.655485095391406,41.128899835796396,24.652942603099792,30852,16,7,1.0994818865081428,0.8918500136652643,11.611623357653302,10.884039717009161,28
22,ZINCk500000g83Lx,CC(=O)NNC(=O)Cn1cc(-c2ccc(N)cn2)nn1,17.857142857142858,19.267729830797304,0.8183822254760298,15.768367618798784,5,275.272,-0.9103999999999997,3,7,3,1,,,,31.89059216517487,10,5,5,5,2,1,,,,,19.95789082103186,12.405202222811909,51.02132435465766,24.730971358689064,29649,16,8,1.2981026965898659,0.7977354528471077,11.611623357653302,11.713981933319468,28
23,ZINCk600000PyvYx,C[C@@H](O)CCc1cn(Cc2cc(=O)c(O)cn2C)nn1,17.857142857142858,19.267729830797304,0.8160930018025987,15.724259475536849,5,278.312,0.04409999999999986,2,7,5,1,,,,32.7537958744331,11,6,5,6,3,1,,,,,18.616863001021734,11.667187834473793,46.04257641921397,24.271636150386282,37082,16,2,1.0227058368471942,0.9826862806177423,11.611623357653302,11.038983773069297,28
24,ZINCk500000dq3tN,N[C@H](CC(=O)O)C(=O)NCc1cccc(CC(=O)O)c1,17.857142857142858,19.267729830797304,0.815725880488445,15.717185881240608,5,280.28,-0.2680999999999996,4,4,7,1,,,,35.53084632385342,12,7,5,7,4,1,,,,,21.242550559742448,14.224928196830444,41.926034969656925,26.957868865386835,8526,16,3,1.297606435967277,0.8157782644156836,11.611623357653302,11.709539120605514,28
25,ZINCk5000003VEjZ,CC(C)(O)CNC(=O)COc1ccc(S(N)(=O)=O)cc1,17.857142857142858,19.267729830797304,0.811679822453606,15.639227528145604,5,302.35200000000003,-0.40009999999999923,3,5,6,1,,,,30.395859450550955,10,5,5,5,3,1,,,,,19.378467228904007,11.969602440904014,50.85855979818829,23.785424117562787,46728,16,4,1.0425280069775915,0.9964448557087181,11.611623357653302,11.042492533436603,28
26,ZINCk50000041ja5,COC[C@@H](N)Cc1cn(Cc2nc(C(N)=O)cs2)nn1,17.857142857142858,19.267729830797304,0.8116723383331652,15.63908332613493,5,296.356,-0.6019999999999999,2,8,7,1,,,,36.74488997860436,12,7,5,7,3,1,,,,,25.9831672024163,16.951054040396578,55.61881041333096,30.287856312891527,801,16,8,1.195756873672625,0.8820768141875345,11.611623357653302,10.996549032160347,28
27,ZINCk600000goL7I,CC(C)(C(N)=O)C(=O)NCc1ccc(-c2nn[nH]n2)s1,17.857142857142858,19.267729830797304,0.8082108432073777,15.572388173240634,5,294.34000000000003,0.05589999999999945,3,6,5,1,,,,32.07394797713363,10,5,5,5,2,1,,,,,19.246837177922885,11.958279074808376,49.28753809406144,24.37768149760718,35330,16,3,1.1763952203845425,0.8973400406828025,11.611623357653302,10.848440132281445,28
28,ZINCk500000453Yj,Cc1nccn1-c1cncc(NCc2nc(O)n[nH]2)n1,14.285714285714286,16.628609428741346,0.9330733342851039,15.515712044200404,4,272.272,0.4065199999999997,3,8,4,1,,,,40.693177378886034,12,7,5,7,3,1,,,,,22.555123653949114,14.996645462397975,45.47507208187739,29.810345143923882,1178,16,3,0.6663439707929298,0.49094215154806314,9.711946045978637,9.824180997427323,28
29,ZINCk5000009Fisu,C[C@H](O)CCCc1cn(CCCNC(=O)[C@@H](C)O)nn1,17.857142857142858,19.267729830797304,0.805121275460622,15.512859216602198,5,284.35999999999996,-0.13129999999999986,3,6,9,1,,,,29.843934320818928,10,6,4,6,4,1,,,,,21.19207541322405,12.803380441052228,61.460823373173966,24.652818976262,30856,16,4,1.161537156603871,0.7551994764121239,11.611623357653302,10.09863760180228,28
30,ZINCk7000018TgKW,COC[C@H](O)Cn1cc(-c2ccc(C(=O)NO)s2)nn1,17.857142857142858,19.267729830797304,0.8043332803046873,15.497676338829674,5,298.324,0.1328999999999999,3,8,6,1,,,,30.758511912228727,10,5,5,5,2,1,,,,,20.900796621678495,12.821673523820806,56.50613416862439,24.843882737898586,28021,16,11,1.2707497612060143,0.9111507952220232,11.611623357653302,11.639701520865088,28
31,ZINCj700000BmAc8,CN(C)C(=O)CCCNCc1ccnc(C(N)=O)c1,17.857142857142858,19.267729830797304,0.8035393529549312,15.482379161149291,5,264.32899999999995,0.1385000000000004,2,4,7,1,,,,30.17721542856529,11,6,5,6,3,1,,,,,20.014940339538875,12.773393065373623,46.215803872053876,24.07985037514944,40740,16,4,1.1162361588767156,0.9781884125663597,11.611623357653302,10.905828506394958,28
32,ZINCk500000dpZLH,NC[C@@H]1COC[C@H]1n1cc(C(=O)Nc2cn[nH]c2)nn1,17.857142857142858,19.267729830797304,0.8030230878465482,15.472431904519901,5,277.288,-0.6002999999999998,3,7,4,1,,,,38.92405593253,12,7,5,7,3,1,,,,,20.031229615484257,13.38588186161442,39.77958851475404,27.588360142302555,5738,16,1,1.3282666554665865,0.8539069457471709,11.611623357653302,11.171810189695954,28
33,ZINCk8000004jwDm,Cc1nc(NC(=O)C2(C(N)=O)CC2)sc1SCC(N)=O,17.857142857142858,19.267729830797304,0.8021543116138471,15.455692558784797,5,314.39200000000005,0.23291999999999946,3,6,6,1,,,,36.38223751692659,12,7,5,7,4,1,,,,,21.530572536931967,14.21414126076195,44.36814539153721,27.471238528929813,6168,16,7,1.231157186626859,0.9206630151020543,11.611623357653302,11.038152051555064,28
34,ZINCk6000004crmJ,CNS(=O)(=O)c1cc(C(=O)N[C@H](C)[C@H](CO)SC)co1,17.857142857142858,19.267729830797304,0.8017730186736247,15.448345909426203,5,322.408,0.029900000000000537,3,6,7,1,,,,34.351665344695306,12,7,5,7,4,1,,,,,17.980833933353697,11.955941656747724,36.24616617872577,24.529166497890337,32819,16,0,1.1217525941567636,0.9716538832487854,11.611623357653302,10.815052830093585,28
35,ZINCk6000004cnPP,CNC(=O)Cc1noc(CN(C)[C@H]2CC[C@@H](O)CC2)n1,17.857142857142858,19.267729830797304,0.8015395910795572,15.443848289608656,5,282.344,0.0933999999999991,2,6,5,1,,,,30.17721542856529,11,6,5,6,3,1,,,,,20.10245578563467,12.762671123500777,47.31078804517376,24.132359642806918,39675,16,8,1.2898944546495645,0.9135118386490882,11.611623357653302,11.53196127985861,28
36,ZINCk700000AJ1zN,C=C[C@H](CO)NC(=O)c1ccc(CCNC(N)=O)cc1,17.857142857142858,19.267729830797304,0.8012081372954918,15.43746192764589,5,277.32399999999996,0.17410000000000048,4,3,7,1,,,,31.8044562527589,11,7,4,7,4,1,,,,,21.777347424149557,13.669872392742855,53.51893095768373,25.788190955593294,16820,16,15,1.2435415455174368,0.8920305679309741,11.611623357653302,10.854033352584471,28
37,ZINCk600000vsE3a,NC1CC(c2noc([C@@H]3Cc4n[nH]cc4C(=O)N3)n2)C1,14.285714285714286,16.640486220660865,0.9272596913077213,15.430052116180384,4,274.28400000000005,0.024599999999999567,3,6,2,1,,,,36.92824579056311,12,7,5,7,4,1,,,,,19.050145633784453,12.396199935683635,41.12486217254098,26.201385696495915,13298,16,12,0.7350104452781553,0.4861072246046401,11.611623357653302,11.596816553528114,28
38,ZINCj800000y9aPr,CC[C@@H](N=c1[nH]ccn2cc(C(=O)O)cc12)[C@H](C)O,17.857142857142858,19.267729830797304,0.8007189956603503,15.428037278770988,5,263.29699999999997,1.0257,3,4,4,1,,,,36.92824579056311,12,7,5,7,4,1,,,,,16.30582813900359,10.436253094686425,37.26379383441342,24.5547951996274,32360,16,5,1.0843426342681601,0.8648542314170449,11.611623357653302,10.170578352662249,28
39,ZINCj700000JXdoB,O=C(O)c1n[nH]c2c(C(=O)N[C@@H]3C[C@H]3O)cccc12,17.857142857142858,19.267729830797304,0.8002609291179668,15.419211376387814,5,261.237,0.12409999999999932,4,4,3,1,,,,38.072664739456826,12,7,5,7,4,1,,,,,14.521001805381642,9.539921542807006,30.386935940713155,23.941666979011718,43453,16,15,1.3087549503125055,0.8838869778379707,11.611623357653302,11.136955847360316,28
40,ZINCk500000468Bq,NC(=O)C(=O)Nc1cccc(NC(=O)[C@@H]2CCNC2)c1,17.857142857142858,19.267729830797304,0.7998068324657932,15.410461964776665,5,276.296,-0.3416000000000001,4,4,3,1,,,,33.53556236164904,11,6,5,6,4,1,,,,,21.21284890809848,13.575357164546178,48.4975626740947,26.141934289518705,13764,16,8,1.345295606825398,0.8753737423060306,11.611623357653302,11.85863099739823,28
41,ZINCk700000PCx1V,O=C(O)COc1cccc(C(=O)N[C@H]2CCONC2)c1,17.857142857142858,19.267729830797304,0.7993493494799652,15.401647306203545,5,280.28000000000003,0.17330000000000007,3,5,5,1,,,,36.38223751692659,12,7,5,7,4,1,,,,,24.099836956455505,16.156267130827878,47.40992991807325,29.012797180643936,2210,16,4,0.9436677637133501,0.9621981596343435,11.611623357653302,10.144404709044471,28
42,ZINCj600000JUS1m,Cc1ncc(C(=O)O)cc1C(=O)NN(C)[C@@H](C)CO,17.857142857142858,19.267729830797304,0.7990271953713466,15.3954401278748,5,267.28499999999997,0.04562000000000005,3,5,5,1,,,,38.34275944886656,13,8,5,8,4,1,,,,,16.48435223447759,11.116200132397827,31.879232310668883,25.227715120233178,22967,16,3,1.1097997234055559,1.0339697726113268,11.611623357653302,11.105455507334776,28
43,ZINCk600000EmDb7,O=C(CO)NCCc1cnc(NC(=O)c2ccno2)s1,14.285714285714286,17.4744052530532,0.8807542170857766,15.390656117692453,4,296.308,0.0343999999999996,3,7,6,1,,,,38.92405593253,12,7,5,7,3,1,,,,,23.8128938789746,16.230595638014584,44.6905828715167,29.857358700396762,1134,16,10,0.9762232699562798,0.6386453133648664,11.322353863044563,11.423127911578256,28
44,ZINCk700000GgcRw,O=C(CCCCO)NCC(=O)N1Cc2[nH]nc(I)c2C1,14.285714285714286,16.628609428741346,0.9251036276376989,15.383186905099063,4,392.19700000000006,0.1352999999999996,3,4,6,1,,,,34.351665344695306,12,7,5,7,4,1,,,,,19.315035820932376,12.614677038560021,41.19713013657424,25.329687630437547,21680,16,7,0.5613959897624882,0.5851369756195742,9.711946045978637,9.203006873801048,28
45,ZINCk600000PBNAO,NC(=O)COCc1cn(CCCCc2cnc[nH]2)nn1,17.857142857142858,19.267729830797304,0.7977562874464397,15.370952617337874,5,278.316,0.02599999999999919,2,6,9,1,,,,36.74488997860436,12,7,5,7,3,1,,,,,28.097110644624046,18.506903582812427,58.31649831649831,31.55622237821617,240,16,5,1.2221468182774624,0.9706285293100987,11.611623357653302,11.194724689765554,28
46,ZINCk8000004kaQq,O=C(O)CC[C@H]1CCN(C(=O)CCCc2nn[nH]n2)C1,14.285714285714286,16.628609428741346,0.9235661706433703,15.357621133226885,4,281.31600000000003,0.23569999999999985,2,5,7,1,,,,30.17721542856529,11,6,5,6,3,1,,,,,19.494512526364502,12.211886657027373,48.296243120363734,23.76759368724482,47081,16,11,0.7150709027923987,0.5239927217412839,9.711946045978637,9.93489229967403,28
47,ZINCj500000d750E,Cc1ncc(NC(=O)[C@]2(N)C[C@@H](O)C2)cc1C(N)=O,17.857142857142858,19.267729830797304,0.7964359161909564,15.345512060710872,5,264.28499999999997,-0.7203799999999996,4,5,3,1,,,,35.53084632385342,12,7,5,7,4,1,,,,,19.238779873937215,12.645115120062098,40.201368523949164,25.755606453903695,17161,16,4,1.155797279165623,1.0147148132895565,11.611623357653302,11.074610489474184,28
48,ZINCk50000046oYb,NC(=O)c1cc(C(=O)NC[C@H](O)c2cccnc2)on1,17.857142857142858,19.267729830797304,0.7961386056863438,15.339783562232137,5,276.252,-0.36810000000000076,3,6,5,1,,,,38.92405593253,12,7,5,7,3,1,,,,,21.44227295178717,14.374201686063667,42.18588203114315,28.434986144084306,3267,16,12,1.1497279973329018,0.9230524657696748,11.611623357653302,10.47774624825498,28
49,ZINCj50000027Gkp,CC(C)[C@](C)(O)CNC(=O)c1cn(CC(=O)O)nn1,17.857142857142858,19.267729830797304,0.7960069792826244,15.337247420246674,5,270.289,-0.5005,3,6,6,1,,,,34.351665344695306,12,7,5,7,4,1,,,,,17.351393204781623,11.116262418300938,39.515967758391994,24.15150206074709,39300,16,7,1.1179046622363626,1.0138631678665984,11.611623357653302,10.842714875280206,28
50,ZINCj600000GhHZt,O=C(O)COCCN[C@H](CO)CCc1ccncc1,14.285714285714286,16.628609428741346,0.9222020758992604,15.334938134503284,4,268.313,0.06590000000000074,3,5,10,1,,,,32.391143412755326,11,6,5,6,4,1,,,,,20.215783715342805,12.863124852245091,47.189865689865684,25.085927594307815,24799,16,15,0.6119532713053384,0.604892454491276,9.711946045978637,9.500067993135954,28
51,ZINCk800000PtJGO,Cc1cc(=N[C@H](C)CCO)[nH]c(N(C)CCC(N)=O)n1,17.857142857142858,19.267729830797304,0.795788972780604,15.333046929864388,5,281.36,-0.29867999999999845,3,5,7,1,,,,34.351665344695306,12,7,5,7,4,1,,,,,20.087722102551435,13.156829489286704,42.44995408631772,25.79329939940898,16768,16,15,1.2255607605490682,0.9805353569774564,11.611623357653302,11.197641369497951,28
52,ZINCk700000Pyu6e,C[C@@H](NC(=O)NCc1ccnc(C(N)=O)c1)C(C)(C)O,17.857142857142858,19.267729830797304,0.7956839364649575,15.331023118512089,5,280.328,0.13910000000000033,4,4,5,1,,,,34.351665344695306,12,7,5,7,4,1,,,,,23.204147523284632,15.278085157061794,48.22005479900217,27.6631546518489,5462,16,12,1.0522466299313662,1.0641619334283745,11.611623357653302,10.871862650581104,28
53,ZINCk50000045ias,Cc1sc(C(=O)N[C@@H]2CCNC[C@H]2O)cc1S(N)(=O)=O,17.857142857142858,19.267729830797304,0.7953410401378519,15.324416284721444,5,319.408,-0.8434799999999989,4,6,3,1,,,,34.94415916385699,12,8,4,8,4,1,,,,,18.636178174909208,12.497992245323474,36.62294081757169,25.159370570488313,23831,16,3,1.1126245543157531,1.0244157320792728,11.611623357653302,10.862186753368318,28
54,ZINCk600000goHGa,CC(=O)NCC1CC(O)(CNC(=O)Cc2ccns2)C1,14.285714285714286,16.628609428741346,0.9209244482013682,15.313692962519692,4,297.38,0.07899999999999974,3,5,6,1,,,,32.391143412755326,11,6,5,6,4,1,,,,,20.27938297889392,12.80149131098752,48.76518942101502,25.124087152438484,24275,16,10,0.7078222103800789,0.5463871744516853,9.711946045978637,9.442304765808744,28
55,ZINCk500000gfrNi,C[C@@H](CCCO)CNC(=O)c1cc(-c2nn[nH]n2)on1,17.857142857142858,19.267729830797304,0.7944673623566717,15.307582497274494,5,280.288,-0.006900000000000461,3,7,7,1,,,,34.932961828358735,11,6,5,6,3,1,,,,,18.82032130993214,11.95367249828761,44.224672639558925,25.265377517302777,22461,16,7,1.3586898235193532,0.9019148091280927,11.611623357653302,11.425245665294048,28
56,ZINCj600000Bn9l1,O=C(O)[C@H](Cc1ncccn1)NCCc1cn[nH]c1,14.285714285714286,16.628609428741346,0.919460793077729,15.289354413130319,4,261.285,0.02769999999999989,3,5,7,1,,,,32.07394797713363,10,5,5,5,2,1,,,,,18.25479927379845,11.478583996299745,44.56036081605127,23.78245875513252,46784,16,14,0.5944686513277755,0.6373132899611937,9.711946045978637,9.568339467282291,28
57,ZINCj5000002gSED,O=C(CCc1cnc[nH]1)N1CC(c2cc(O)n[nH]2)C1,14.285714285714286,16.628609428741346,0.919328533170925,15.287155114796994,4,261.285,0.39699999999999974,3,4,4,1,,,,32.07394797713363,10,5,5,5,2,1,,,,,20.664883486321486,12.848523710849685,52.763234438627116,25.228509282646343,22957,16,14,0.8134266916830168,0.4815862897542984,9.711946045978637,9.847803316285557,28
58,ZINCk800000PBBrN,N=c1nc2ccc(C(=O)NCC[C@H]3C[C@H](O)C3)cn2[nH]1,14.285714285714286,16.628609428741346,0.9188681624285804,15.279499789530126,4,275.3119999999999,0.032669999999999144,4,5,4,1,,,,34.38103669862671,11,7,4,7,4,1,,,,,16.88559804139737,10.531874840651069,42.5635593220339,23.883773504289103,44646,16,8,0.8430139368049023,0.4579772044746003,9.711946045978637,9.574801385989055,28
59,ZINCk800000Bm94V,C=C[C@H](NC(=O)c1cncc2c(O)nccc12)C(=O)O,17.857142857142858,19.267729830797304,0.7929986509381455,15.279283762462924,5,273.248,0.7043999999999997,3,5,4,1,,,,38.92405593253,12,7,5,7,3,1,,,,,18.720008446186167,12.26375976595115,39.53116627969282,26.801627440723703,9387,16,9,1.066580898004517,0.9740934748452919,11.611623357653302,10.358327342087103,28
60,ZINCk800000JU62J,Nc1ncc(NCc2cccc(CO)c2CO)nc1N,17.857142857142858,19.267729830797304,0.791945817474561,15.258998051729757,5,275.312,0.2376999999999998,5,7,5,1,,,,38.596035202087904,12,8,4,8,4,1,,,,,16.241633218318103,10.399194230531807,37.06582633053222,25.18339401182602,23533,16,3,1.302551681499944,0.9631925414284168,11.611623357653302,11.487362101792634,28
61,ZINCk50000045CkL,Cn1cnc2ccc(C(=O)NCCOCC(N)=O)nc21,14.285714285714286,16.628609428741346,0.9173106752382495,15.253600943351845,4,277.28399999999993,-0.7999999999999994,2,6,6,1,,,,36.74488997860436,12,7,5,7,3,1,,,,,21.957381475295342,14.353516285847851,46.69361839581692,27.87238487661895,4721,16,13,0.7197624517777054,0.574258024495187,9.711946045978637,9.635163944363047,28
62,ZINCk600000PypfO,C[C@H](NC(=O)CCC(N)=O)C(=O)N[C@H](C)c1cncs1,14.285714285714286,16.628609428741346,0.9168677211180509,15.246235232292213,4,298.368,0.09050000000000069,3,5,7,1,,,,36.38223751692659,12,7,5,7,4,1,,,,,22.123757165115546,14.69205190544732,44.769678979771314,27.82714930583996,4887,16,3,0.5136303162616531,0.6543500017491117,9.711946045978637,9.1112589426553,28
