zinc_id,engine_H,ref_H,engine_O,ref_O,engine_cascade,ref_cascade
ZINCj6000018TEda,35.525455647520424,35.525455647520424,17.21928720511498,17.21928720511498,24.54175458207716,24.54175458207716
ZINCk50000047vW2,32.207787600796564,32.207787600796564,18.459163085840068,18.459163085840068,23.958612891822668,23.958612891822668
ZINCk7000009KR1z,29.82129840447632,29.821298404476316,19.88434805817109,19.884348058171092,23.85912819669318,23.85912819669318
ZINCj5000009h8W7,34.79467992897148,32.207787600796564,17.32090655065945,17.963612413884565,24.310415901984264,23.661282488649366
ZINCk800000xc547,36.74488997860436,36.74488997860436,19.70214263287623,19.70214263287623,26.519241571167484,26.519241571167484
ZINCi700000wRlXg,50.89299917238446,50.89299917238446,16.201721510763072,16.201721510763072,30.07823257541163,30.07823257541163
ZINCj6000002m5Lt,37.566372398615954,37.566372398615954,16.239277634955513,16.239277634955513,24.77011554041969,24.77011554041969
ZINCj800000JWwPw,33.97334406552467,33.97334406552467,19.82051160888438,19.82051160888438,25.481644591540498,25.481644591540498
ZINCk8000004jpYI,38.34275944886656,38.34275944886656,22.94503205943458,22.94503205943458,29.10412301520737,29.10412301520737
ZINCi700000JWwQ5,32.01282213358469,32.01282213358469,18.32376233795572,18.323762337955717,23.79938625620731,23.79938625620731
ZINCk8000009Lbu4,30.17721542856529,30.17721542856529,22.34912731368502,22.34912731368502,25.480362559637125,25.480362559637125
ZINCj700001bPD5G,34.351665344695306,34.351665344695306,20.086322144955705,20.086322144955705,25.792459424851543,25.792459424851543
ZINCk600000vMhsL,34.932961828358735,34.932961828358735,18.42095760065811,18.42095760065811,25.025759291738364,25.025759291738364
ZINCi60000010YLr,38.0026487159081,38.0026487159081,15.546983944688352,15.546983944688353,24.529249853176253,24.529249853176253
ZINCk600000xc51H,36.74488997860436,36.74488997860436,20.49828793102297,20.49828793102297,26.996928750055528,26.996928750055528
ZINCj5000002gO4D,48.51723069214403,48.51723069214403,20.169283775328104,20.169283775328104,31.50846254205447,31.50846254205447
ZINCk600000PBF75,30.17721542856529,30.17721542856529,24.121769123756152,24.121769123756152,26.543947645679804,26.543947645679804
ZINCk600000PxUFZ,34.351665344695306,34.351665344695306,18.018422594103885,18.018422594103885,24.55171969434045,24.551719694340452
ZINCk600000JRV9U,34.351665344695306,34.351665344695306,18.97437813643559,18.97437813643559,25.12529301973948,25.125293019739477
ZINCk5000003XMif,33.81239250864757,33.81239250864757,21.46502010529602,21.46502010529602,26.40396906663664,26.40396906663664
ZINCk6000004dcEJ,44.172382594242485,44.172382594242485,17.706902555137464,17.706902555137464,28.29309457077948,28.293094570779477
ZINCj600001bToz5,29.63794259251756,29.637942592517557,20.54233780661553,20.542337806615535,24.180579720976343,24.180579720976343
ZINCj8000002qG8U,34.168309532736544,34.168309532736544,17.694555347900653,17.694555347900653,24.28405702183501,24.28405702183501
ZINCk700000gsuUi,35.53084632385342,35.53084632385342,19.6250316108727,19.6250316108727,25.987357496064988,25.987357496064988
ZINCj8000002qyfb,45.62326259991869,45.62326259991869,20.32735789317369,20.327357893173694,30.44571977587169,30.445719775871694
ZINCk800000gvuhl,34.351665344695306,34.351665344695306,21.53833918500572,21.53833918500572,26.663669648881555,26.663669648881555
ZINCk600000gpbXL,34.168309532736544,34.168309532736544,18.20794650869692,18.207946508696917,24.59209171831277,24.59209171831277
ZINCk500000g7tHT,34.351665344695306,34.351665344695306,19.99364831078224,19.99364831078224,25.736855124347468,25.736855124347468
ZINCi600000AJPU7,34.74960601639999,34.74960601639999,19.600234759801484,19.600234759801484,25.65998326244089,25.65998326244089
ZINCk700000JTkTC,44.172382594242485,44.172382594242485,16.46531370256536,16.46531370256536,27.54814125923621,27.548141259236214
ZINCk700000JU22H,36.755201860911455,34.168309532736544,19.47121951528621,19.256075810721892,26.38481245353631,25.220969299527752
ZINCk600000AIYDm,36.92824579056311,36.92824579056311,16.476951664116637,16.476951664116637,24.65746931469523,24.65746931469523
ZINCk8000004igsI,43.51798843472719,43.51798843472719,17.538481950574294,17.538481950574294,27.93028454423545,27.93028454423545
ZINCh500000cOtu3,36.38223751692659,36.38223751692659,18.63492269272263,18.63492269272263,25.73384862240421,25.73384862240421
ZINCj700000JU4ZR,32.66644179629532,32.66644179629532,18.48338185292028,18.48338185292028,24.156605830270298,24.156605830270298
ZINCk800000JSzji,47.312085505340576,47.312085505340576,22.00628712277509,22.006287122775092,32.128606475801284,32.128606475801284
ZINCk600000JU77g,38.34275944886656,38.34275944886656,21.268623448006647,21.268623448006647,28.09827784835061,28.098277848350612
ZINCj500000d7nyi,36.70316868935773,36.70316868935773,15.677260869806815,15.677260869806817,24.087623997627183,24.087623997627183
ZINCk500000gczRj,34.351665344695306,34.351665344695306,19.95736694695335,19.95736694695335,25.71508630605013,25.71508630605013
ZINCk600000gpYpk,32.207787600796564,32.207787600796564,18.25771960446341,18.257719604463414,23.83774680299668,23.837746802996676
ZINCj800000frw6s,36.74488997860436,36.74488997860436,20.9938326968358,20.9938326968358,27.29425560954322,27.29425560954322
ZINCk600000PwhBo,34.351665344695306,34.351665344695306,19.879474023298208,19.879474023298208,25.66835055185705,25.668350551857046
ZINCj600000AJ9uw,34.168309532736544,34.168309532736544,22.80014332947189,22.80014332947189,27.34740981077775,27.34740981077775
ZINCk500000dpBEp,31.8044562527589,31.8044562527589,20.50523519135359,20.50523519135359,25.02492361591571,25.02492361591571
ZINCj800000PFY7i,30.17721542856529,30.17721542856529,20.803925171007798,20.803925171007794,24.553241274030796,24.553241274030793
