system,ligand_id,label,property_gate_pass,chemistry_flagged,pains_alert,reactive_flags,stage0_pass,independent_reference_agrees
ghsr,ZINCk5000003V8rF,decoy,True,0,,,True,True
ghsr,ZINCk50000041Fyp,decoy,True,0,,,True,True
ghsr,ZINCk600000vJh2l,decoy,True,0,,,True,True
ghsr,ZINCk800000GfOEL,decoy,True,0,,,True,True
ghsr,ZINCk7000018Toae,decoy,True,0,,,True,True
ghsr,ZINCk6000009Jomo,decoy,True,0,,,True,True
ghsr,ZINCk500000gfzoE,decoy,True,0,,,True,True
ghsr,ZINCk800000AJaCu,decoy,True,0,,,True,True
ghsr,ZINCk800000ds8Aw,decoy,True,0,,,True,True
ghsr,ZINCk700000PtOII,decoy,True,0,,,True,True
ghsr,ZINCi800000JYmXL,decoy,True,0,,,True,True
ghsr,ZINCk800000Gf1uT,decoy,True,0,,,True,True
ghsr,ZINCi700000JZb1Q,decoy,True,0,,,True,True
ghsr,ZINCk700000EmveB,decoy,True,0,,,True,True
ghsr,ZINCk800000JSN0Y,decoy,True,0,,,True,True
ghsr,ZINCk600000dr0LE,decoy,True,0,,,True,True
ghsr,ZINCk8000004hVmh,decoy,True,0,,,True,True
ghsr,ZINCk800000Py1sm,decoy,True,0,,,True,True
ghsr,ZINCj700000En5Xn,decoy,True,0,,,True,True
ghsr,ZINCj6000002lA7T,decoy,True,0,,,True,True
ghsr,ZINCj800000JT0bw,decoy,True,0,,,True,True
ghsr,ZINCk600000dr5nz,decoy,True,0,,,True,True
ghsr,ZINCk800000Pu8DB,decoy,True,0,,,True,True
ghsr,ZINCk800000J9TM3,decoy,True,0,,,True,True
ghsr,ZINCk600000PzsmL,decoy,True,0,,,True,True
ghsr,ZINCk600000PC8GU,decoy,True,0,,,True,True
ghsr,ZINCk7000018TaLr,decoy,True,0,,,True,True
ghsr,ZINCj700000FCEYI,decoy,True,0,,,True,True
ghsr,ZINCj500000d7nOF,decoy,True,0,,,True,True
ghsr,ZINCk8000018ThgZ,decoy,True,0,,,True,True
ghsr,ZINCk600000Pyhgy,decoy,True,0,,,True,True
ghsr,ZINCk8000004iPdH,decoy,True,0,,,True,True
ghsr,ZINCk7000004eC3S,decoy,True,0,,,True,True
ghsr,ZINCk8000009Mg4L,decoy,True,0,,,True,True
ghsr,ZINCk600000GfSWC,decoy,True,0,,,True,True
ghsr,ZINCj700000BojI8,decoy,True,0,,,True,True
ghsr,ZINCk800000PC3Tk,decoy,True,0,,,True,True
ghsr,ZINCk7000018TryW,decoy,True,0,,,True,True
ghsr,ZINCj600000JU75f,decoy,True,0,,,True,True
ghsr,ZINCk600000wXjIr,decoy,True,0,,,True,True
ghsr,ZINCk500000gdrtO,decoy,True,0,,,True,True
ghsr,ZINCk800000PAi5j,decoy,True,0,,,True,True
ghsr,ZINCk600001bPrL8,decoy,True,0,,,True,True
ghsr,ZINCk600000wSlsg,decoy,True,0,,,True,True
ghsr,ZINCj8000002qcQb,decoy,True,0,,,True,True
ghsr,ZINCk8000009LzdP,decoy,True,0,,,True,True
ghsr,ZINCj600000wMi2D,decoy,True,0,,,True,True
ghsr,ZINCj600000Ja7Na,decoy,True,0,,,True,True
ghsr,ZINCj500000wEdZE,decoy,True,0,,,True,True
ghsr,ZINCk600000wsuKv,decoy,True,0,,,True,True
ghsr,ZINCk7000004eKcr,decoy,True,0,,,True,True
ghsr,ZINCk700000FCCRC,decoy,True,0,,,True,True
ghsr,ZINCk50000040Qrr,decoy,True,0,,,True,True
ghsr,ZINCk800000drZr6,decoy,True,0,,,True,True
ghsr,ZINCk5000003XxBJ,decoy,True,0,,,True,True
ghsr,ZINCk600000xclbz,decoy,True,0,,,True,True
ghsr,ZINCk8000004iUU6,decoy,True,0,,,True,True
ghsr,ZINCj800000d8JIu,decoy,True,0,,,True,True
ghsr,ZINCj8000002rLl9,decoy,True,0,,,True,True
ghsr,ZINCj800000JUSFh,decoy,True,0,,,True,True
ghsr,ZINCk700000PyGjc,decoy,True,0,,,True,True
ghsr,ZINCk800000gvQEP,decoy,True,0,,,True,True
ghsr,ZINCj500000xchqe,decoy,True,0,,,True,True
ghsr,ZINCk700000JTDEL,decoy,True,0,,,True,True
ghsr,ZINCk8000004iqMv,decoy,True,0,,,True,True
ghsr,ZINCk800000BncUw,decoy,True,0,,,True,True
ghsr,ZINCk8000004i2Ke,decoy,True,0,,,True,True
ghsr,ZINCk8000004iF6S,decoy,True,0,,,True,True
ghsr,ZINCj800000d8Kwr,decoy,True,0,,,True,True
ghsr,ZINCk800000JTa1Z,decoy,True,0,,,True,True
ghsr,ZINCk600000PAiCY,decoy,True,0,,,True,True
ghsr,ZINCk5000009DLT5,decoy,True,0,,,True,True
ghsr,ZINCk7000004fcHh,decoy,True,0,,,True,True
ghsr,ZINCj7000002nmyp,decoy,True,0,,,True,True
ghsr,ZINCk800000wXSG9,decoy,True,0,,,True,True
ghsr,ZINCk500000doOT1,decoy,True,0,,,True,True
ghsr,ZINCk800000JSzyg,decoy,True,0,,,True,True
ghsr,ZINCj8000018T0D0,decoy,True,0,,,True,True
ghsr,ZINCk5000009CFIq,decoy,True,0,,,True,True
ghsr,ZINCk600001bPFdy,decoy,True,0,,,True,True
ghsr,ZINCk800000PAQFa,decoy,True,0,,,True,True
ghsr,ZINCj600000FCYSC,decoy,True,0,,,True,True
ghsr,ZINCk7000009K0tX,decoy,True,0,,,True,True
ghsr,ZINCk700000PtRuX,decoy,True,0,,,True,True
ghsr,ZINCk6000018Ta4Y,decoy,True,0,,,True,True
ghsr,ZINCk800000ciFEC,decoy,True,0,,,True,True
ghsr,ZINCk800000JU9JL,decoy,True,0,,,True,True
ghsr,ZINCk500000dq4PX,decoy,True,0,,,True,True
ghsr,ZINCk600000PCbfy,decoy,True,0,,,True,True
ghsr,ZINCk700000Pzi6w,decoy,True,0,,,True,True
ghsr,ZINCk600000gpOAB,decoy,True,0,,,True,True
ghsr,ZINCk800000PAcNZ,decoy,True,0,,,True,True
ghsr,ZINCk700000JTfma,decoy,True,0,,,True,True
ghsr,ZINCk700000JTTlj,decoy,True,0,,,True,True
ghsr,ZINCj800000PCxfJ,decoy,True,0,,,True,True
ghsr,ZINCi70000097RWp,decoy,True,0,,,True,True
ghsr,ZINCk8000004ihHf,decoy,True,0,,,True,True
ghsr,ZINCj8000002qJfL,decoy,True,0,,,True,True
ghsr,ZINCk600000JSDum,decoy,True,0,,,True,True
ghsr,ZINCi700000wiEOb,decoy,True,0,,,True,True
ghsr,ZINCk600000wp8Mo,decoy,True,0,,,True,True
ghsr,ZINCk700000Ja0Ea,decoy,True,0,,,True,True
ghsr,ZINCk500000cLbcD,decoy,True,0,,,True,True
ghsr,ZINCj600000Bool8,decoy,True,0,,,True,True
ghsr,ZINCk700001bO6B3,decoy,True,0,,,True,True
ghsr,ZINCk800000PtBNS,decoy,True,0,,,True,True
ghsr,ZINCk800001bNp8r,decoy,True,0,,,True,True
ghsr,ZINCk600000vJFHw,decoy,True,0,,,True,True
ghsr,ZINCk700000wCPtd,decoy,True,0,,,True,True
ghsr,ZINCk800000JRYv8,decoy,True,0,,,True,True
ghsr,ZINCj500000fhuCA,decoy,True,0,,,True,True
ghsr,ZINCk800000gvOh3,decoy,True,0,,,True,True
ghsr,ZINCk600000dqY1l,decoy,True,0,,,True,True
ghsr,ZINCk700000y8p6a,decoy,True,0,,,True,True
ghsr,ZINCk500000dpGO8,decoy,True,0,,,True,True
ghsr,ZINCk8000018SWPR,decoy,True,0,,,True,True
ghsr,ZINCj6000002lykN,decoy,True,0,,,True,True
ghsr,ZINCk5000003XWAl,decoy,True,0,,,True,True
ghsr,ZINCk800000viWnO,decoy,True,0,,,True,True
ghsr,ZINCk600000wI9FZ,decoy,True,0,,,True,True
ghsr,ZINCk600001bNqgQ,decoy,True,0,,,True,True
ghsr,ZINCk600001bNu4g,decoy,True,0,,,True,True
ghsr,ZINCk800000Pynei,decoy,True,0,,,True,True
ghsr,ZINCj800000wcZfd,decoy,True,0,,,True,True
ghsr,ZINCk600000wFRyi,decoy,True,0,,,True,True
ghsr,ZINCj6000002kMNO,decoy,True,0,,,True,True
ghsr,ZINCk700000JU9Sl,decoy,True,0,,,True,True
ghsr,ZINCj8000009ktJR,decoy,True,0,,,True,True
ghsr,ZINCk700000PzC17,decoy,True,0,,,True,True
ghsr,ZINCk800000Bm6KP,decoy,True,0,,,True,True
ghsr,ZINCj800000PHguV,decoy,True,0,,,True,True
ghsr,ZINCk7000018ToWQ,decoy,True,0,,,True,True
ghsr,ZINCk600000gqIrs,decoy,True,0,,,True,True
ghsr,ZINCk8000004i2XY,decoy,True,0,,,True,True
ghsr,ZINCk800001bPM9Y,decoy,True,0,,,True,True
ghsr,ZINCk700000drwBy,decoy,True,0,,,True,True
ghsr,ZINCk5000009Fi4Z,decoy,True,0,,,True,True
ghsr,ZINCk50000046zkh,decoy,True,0,,,True,True
ghsr,ZINCk8000018TF12,decoy,True,0,,,True,True
ghsr,ZINCk800000PAH7V,decoy,True,0,,,True,True
ghsr,ZINCk800000PtZcj,decoy,True,0,,,True,True
ghsr,ZINCk600000AJ8rf,decoy,True,0,,,True,True
ghsr,ZINCk500000dp3ZE,decoy,True,0,,,True,True
ghsr,ZINCk700001bPfQd,decoy,True,0,,,True,True
ghsr,ZINCk7000004gd3u,decoy,True,0,,,True,True
ghsr,ZINCj6000018SsaV,decoy,True,0,,,True,True
ghsr,ZINCk6000009JcSt,decoy,True,0,,,True,True
ghsr,ZINCk700000JTa7v,decoy,True,0,,,True,True
ghsr,ZINCk6000004bJA5,decoy,True,0,,,True,True
ghsr,ZINCk7000009KBbe,decoy,True,0,,,True,True
ghsr,ZINCk7000009JWh4,decoy,True,0,,,True,True
ghsr,ZINCk50000048wq5,decoy,True,0,,,True,True
ghsr,ZINCk50000041762,decoy,True,0,,,True,True
ghsr,ZINCj7000002nZj8,decoy,True,0,,,True,True
ghsr,ZINCk500000dpA8O,decoy,True,0,,,True,True
ghsr,ZINCk800000PtYYL,decoy,True,0,,,True,True
ghsr,ZINCk8000009LfwX,decoy,True,0,,,True,True
ghsr,ZINCk600000GfUYt,decoy,True,0,,,True,True
ghsr,ZINCk5000009G4cz,decoy,True,0,,,True,True
ghsr,ZINCk600000AJbbx,decoy,True,0,,,True,True
ghsr,ZINCj8000002rHpm,decoy,True,0,,,True,True
ghsr,ZINCk700000gsOZ5,decoy,True,0,,,True,True
ghsr,ZINCk7000004eCoP,decoy,True,0,,,True,True
ghsr,ZINCk7000009KZZr,decoy,True,0,,,True,True
ghsr,ZINCj600000BnR94,decoy,True,0,,,True,True
ghsr,ZINCk6000009IXDM,decoy,True,0,,,True,True
ghsr,ZINCk800000PzxvE,decoy,True,0,,,True,True
ghsr,ZINCk700000Pz8Me,decoy,True,0,,,True,True
ghsr,ZINCj700000PzsK0,decoy,True,0,,,True,True
ghsr,ZINCk600000gpUvV,decoy,True,0,,,True,True
ghsr,ZINCk600001bNsCK,decoy,True,0,,,True,True
ghsr,ZINCk700000FCBSK,decoy,True,0,,,True,True
ghsr,ZINCk600000gqEx4,decoy,True,0,,,True,True
ghsr,ZINCk700000PBdgw,decoy,True,0,,,True,True
ghsr,ZINCk600000GfNUF,decoy,True,0,,,True,True
ghsr,ZINCk800000Pvnkm,decoy,True,0,,,True,True
ghsr,ZINCk500000gdQES,decoy,True,0,,,True,True
ghsr,ZINCi800000AJ9Nz,decoy,True,0,,,True,True
ghsr,ZINCk800000ciGFd,decoy,True,0,,,True,True
ghsr,ZINCk700000AJ7PV,decoy,True,0,,,True,True
ghsr,ZINCk8000004idJG,decoy,True,0,,,True,True
ghsr,ZINCj5000002ckVJ,decoy,True,0,,,True,True
ghsr,ZINCk800000we7Wv,decoy,True,0,,,True,True
ghsr,ZINCj500000d6uIc,decoy,True,0,,,True,True
ghsr,ZINCj8000002qwcT,decoy,True,0,,,True,True
ghsr,ZINCj800000PxTfn,decoy,True,0,,,True,True
ghsr,ZINCk700000FCpX8,decoy,True,0,,,True,True
ghsr,ZINCk8000004iHzY,decoy,True,0,,,True,True
ghsr,ZINCk700000PvgD3,decoy,True,0,,,True,True
ghsr,ZINCk800001bPKfE,decoy,True,0,,,True,True
ghsr,ZINCk7000009KuMQ,decoy,True,0,,,True,True
ghsr,ZINCk7000004eGTl,decoy,True,0,,,True,True
ghsr,ZINCk50000045w8F,decoy,True,0,,,True,True
ghsr,ZINCk500000419tt,decoy,True,0,,,True,True
ghsr,ZINCj600000JTpHH,decoy,True,0,,,True,True
ghsr,ZINCk800000PzxvH,decoy,True,0,,,True,True
ghsr,ZINCk6000009JrTd,decoy,True,0,,,True,True
ghsr,ZINCk800000PACto,decoy,True,0,,,True,True
ghsr,ZINCk50000048wgG,decoy,True,0,,,True,True
ghsr,ZINCj700000PJMpb,decoy,True,0,,,True,True
ghsr,ZINCk800001bQaub,decoy,True,0,,,True,True
ghsr,ZINCj600000y9mSf,decoy,True,0,,,True,True
ghsr,ZINCj800000Pz3op,decoy,True,0,,,True,True
ghsr,ZINCk6000018T9c3,decoy,True,0,,,True,True
ghsr,ZINCk600000ciA2g,decoy,True,0,,,True,True
ghsr,ZINCk6000004cV1E,decoy,True,0,,,True,True
ghsr,ZINCk800000EmtYp,decoy,True,0,,,True,True
ghsr,ZINCk700000Gg5Qi,decoy,True,0,,,True,True
ghsr,ZINCk800000Pu61e,decoy,True,0,,,True,True
ghsr,ZINCk7000004eR7K,decoy,True,0,,,True,True
ghsr,ZINCj800000FCplr,decoy,True,0,,,True,True
ghsr,ZINCk800000PuUt7,decoy,True,0,,,True,True
ghsr,ZINCk800000GfUsB,decoy,True,0,,,True,True
ghsr,ZINCk700000AJ83S,decoy,True,0,,,True,True
ghsr,ZINCk8000004hgab,decoy,True,0,,,True,True
ghsr,ZINCk5000009E2qh,decoy,True,0,,,True,True
ghsr,ZINCk800000Py8bM,decoy,True,0,,,True,True
ghsr,ZINCk800000gunqR,decoy,True,0,,,True,True
ghsr,ZINCk800000BmjdR,decoy,True,0,,,True,True
ghsr,ZINCk8000004ixtl,decoy,True,0,,,True,True
ghsr,ZINCk5000009DNH8,decoy,True,0,,,True,True
ghsr,ZINCk600000PBhib,decoy,True,0,,,True,True
ghsr,ZINCk600000JSdfM,decoy,True,0,,,True,True
ghsr,ZINCk8000009LRBQ,decoy,True,0,,,True,True
ghsr,ZINCk8000009LATg,decoy,True,0,,,True,True
ghsr,ZINCi500000vRKWz,decoy,True,0,,,True,True
ghsr,ZINCj700000AJvSk,decoy,True,0,,,True,True
ghsr,ZINCk800000wSlDf,decoy,True,0,,,True,True
ghsr,ZINCj700000JScOd,decoy,True,0,,,True,True
ghsr,ZINCj800000fqoHl,decoy,True,0,,,True,True
ghsr,ZINCk500000gblMz,decoy,True,0,,,True,True
ghsr,ZINCk8000004jD2w,decoy,True,0,,,True,True
ghsr,ZINCk800000PtTvJ,decoy,True,0,,,True,True
ghsr,ZINCk700000vkXoQ,decoy,True,0,,,True,True
ghsr,ZINCk700000PzZeB,decoy,True,0,,,True,True
ghsr,ZINCk700000JU9Bb,decoy,True,0,,,True,True
ghsr,ZINCk800000JU6Sa,decoy,True,0,,,True,True
ghsr,ZINCk700000GfXoA,decoy,True,0,,,True,True
ghsr,ZINCk600000vJ41m,decoy,True,0,,,True,True
ghsr,ZINCj6000018UH4G,decoy,True,0,,,True,True
ghsr,ZINCk600000gpFUb,decoy,True,0,,,True,True
ghsr,ZINCk700000JTO0l,decoy,True,0,,,True,True
ghsr,ZINCk5000003ZXd1,decoy,True,0,,,True,True
ghsr,ZINCh8000000aXcZ,decoy,True,0,,,True,True
ghsr,ZINCk6000004dkWb,decoy,True,0,,,True,True
ghsr,ZINCk6000004cFCM,decoy,True,0,,,True,True
ghsr,ZINCk8000004jcQa,decoy,True,0,,,True,True
ghsr,ZINCk7000018TgPn,decoy,True,0,,,True,True
ghsr,ZINCk5000003ZyLv,decoy,True,0,,,True,True
ghsr,ZINCk8000009LSlG,decoy,True,0,,,True,True
ghsr,ZINCk700000wAYJ9,decoy,True,0,,,True,True
ghsr,ZINCk500000geQFV,decoy,True,0,,,True,True
ghsr,ZINCk800000JUvI5,decoy,True,0,,,True,True
ghsr,ZINCk6000004diM0,decoy,True,0,,,True,True
ghsr,ZINCk600000wAN7v,decoy,True,0,,,True,True
ghsr,ZINCk7000004ghsL,decoy,True,0,,,True,True
ghsr,ZINCk7000004giYl,decoy,True,0,,,True,True
ghsr,ZINCk8000004jPT7,decoy,True,0,,,True,True
ghsr,ZINCk6000004cY3o,decoy,True,0,,,True,True
ghsr,ZINCk600000vV0qj,decoy,True,0,,,True,True
ghsr,ZINCi800000AJzC0,decoy,True,0,,,True,True
ghsr,ZINCj800000PDmrj,decoy,True,0,,,True,True
ghsr,ZINCk500000gbLa1,decoy,True,0,,,True,True
ghsr,ZINCk800001bPQsZ,decoy,True,0,,,True,True
ghsr,ZINCk800000JSEnY,decoy,True,0,,,True,True
ghsr,ZINCk500000dpO5f,decoy,True,0,,,True,True
ghsr,ZINCk800000JTq5P,decoy,True,0,,,True,True
ghsr,ZINCk800000wsvke,decoy,True,0,,,True,True
ghsr,ZINCk8000004iAC4,decoy,True,0,,,True,True
ghsr,ZINCk7000004f8Dd,decoy,True,0,,,True,True
ghsr,ZINCk8000004iiBi,decoy,True,0,,,True,True
ghsr,ZINCk600000BmsmS,decoy,True,0,,,True,True
ghsr,ZINCk7000018SroO,decoy,True,0,,,True,True
ghsr,ZINCk8000009LQTZ,decoy,True,0,,,True,True
ghsr,ZINCk8000009Ly5S,decoy,True,0,,,True,True
ghsr,ZINCk700000PwIUo,decoy,True,0,,,True,True
ghsr,ZINCk5000003Y4B8,decoy,True,0,,,True,True
ghsr,ZINCk700000JTxbD,decoy,True,0,,,True,True
ghsr,ZINCj8000018Tg4a,decoy,True,0,,,True,True
ghsr,ZINCk700000PtJsv,decoy,True,0,,,True,True
ghsr,ZINCk700000gsaIB,decoy,True,0,,,True,True
ghsr,ZINCk5000009FECS,decoy,True,0,,,True,True
ghsr,ZINCk8000004iefF,decoy,True,0,,,True,True
ghsr,ZINCj800000JULcr,decoy,True,0,,,True,True
ghsr,ZINCk6000004cGWF,decoy,True,0,,,True,True
ghsr,ZINCk800000Bn7zf,decoy,True,0,,,True,True
ghsr,ZINCk600000JU4gH,decoy,True,0,,,True,True
ghsr,ZINCk500000gdOs9,decoy,True,0,,,True,True
ghsr,ZINCj500000kGdi1,decoy,True,0,,,True,True
ghsr,ZINCj5000009gr4R,decoy,True,0,,,True,True
ghsr,ZINCk7000009KRbz,decoy,True,0,,,True,True
ghsr,ZINCk600000PAEmt,decoy,True,0,,,True,True
ghsr,ZINCk50000048fa4,decoy,True,0,,,True,True
ghsr,ZINCk800000JTflM,decoy,True,0,,,True,True
ghsr,ZINCj5000002i4JO,decoy,True,0,,,True,True
ghsr,ZINCk8000009MjAy,decoy,True,0,,,True,True
ghsr,ZINCk6000004dLJO,decoy,True,0,,,True,True
ghsr,ZINCk700001bOYah,decoy,True,0,,,True,True
ghsr,ZINCk5000003Wmu3,decoy,True,0,,,True,True
ghsr,ZINCk800000vz2SN,decoy,True,0,,,True,True
ghsr,ZINCk600000PymNh,decoy,True,0,,,True,True
ghsr,ZINCk700001bPzgd,decoy,True,0,,,True,True
ghsr,ZINCk5000004176C,decoy,True,0,,,True,True
ghsr,ZINCk800000PClk5,decoy,True,0,,,True,True
ghsr,ZINCk8000004hwUr,decoy,True,0,,,True,True
ghsr,ZINCk700001bPnHg,decoy,True,0,,,True,True
ghsr,ZINCk6000004cG21,decoy,True,0,,,True,True
ghsr,ZINCk500000dp1UD,decoy,True,0,,,True,True
ghsr,ZINCj800000JXfk6,decoy,True,0,,,True,True
ghsr,ZINCj800000JWhui,decoy,True,0,,,True,True
ghsr,ZINCi800000JScl4,decoy,True,0,,,True,True
ghsr,ZINCj800000PDmrk,decoy,True,0,,,True,True
ghsr,ZINCk500000gei75,decoy,True,0,,,True,True
ghsr,ZINCk800000JSaFb,decoy,True,0,,,True,True
ghsr,ZINCk8000018Tp53,decoy,True,0,,,True,True
ghsr,ZINCk800000gu5Mi,decoy,True,0,,,True,True
ghsr,ZINCk700000GfvPI,decoy,True,0,,,True,True
ghsr,ZINCk5000009ESOS,decoy,True,0,,,True,True
ghsr,ZINCk8000004iAwD,decoy,True,0,,,True,True
ghsr,ZINCk600000wXgt8,decoy,True,0,,,True,True
ghsr,ZINCk5000009EUrq,decoy,True,0,,,True,True
ghsr,ZINCj800000xcDSO,decoy,True,0,,,True,True
ghsr,ZINCk800000gviM2,decoy,True,0,,,True,True
ghsr,ZINCk6000009J9jI,decoy,True,0,,,True,True
ghsr,ZINCk700000vT33A,decoy,True,0,,,True,True
ghsr,ZINCk700000PwKlY,decoy,True,0,,,True,True
ghsr,ZINCk800000FCGje,decoy,True,0,,,True,True
ghsr,ZINCk800000BmPMW,decoy,True,0,,,True,True
ghsr,ZINCk600000PBfsm,decoy,True,0,,,True,True
ghsr,ZINCk600000PAEET,decoy,True,0,,,True,True
ghsr,ZINCk700000gsces,decoy,True,0,,,True,True
ghsr,ZINCk8000004jGM5,decoy,True,0,,,True,True
ghsr,ZINCk800000J9Yv8,decoy,True,0,,,True,True
ghsr,ZINCk8000009MfQv,decoy,True,0,,,True,True
ghsr,ZINCk8000004i3Gn,decoy,True,0,,,True,True
ghsr,ZINCk600000BmPF7,decoy,True,0,,,True,True
ghsr,ZINCk500000gfRPR,decoy,True,0,,,True,True
ghsr,ZINCj8000018TyHN,decoy,True,0,,,True,True
ghsr,ZINCk700000JT2ZH,decoy,True,0,,,True,True
ghsr,ZINCk600000PxJ08,decoy,True,0,,,True,True
ghsr,ZINCk8000018TeAg,decoy,True,0,,,True,True
ghsr,ZINCk600001bOk8d,decoy,True,0,,,True,True
ghsr,ZINCj8000002rApC,decoy,True,0,,,True,True
ghsr,ZINCj5000009hVjS,decoy,True,0,,,True,True
ghsr,ZINCk700000grSgi,decoy,True,0,,,True,True
ghsr,ZINCk700000FCAcM,decoy,True,0,,,True,True
ghsr,ZINCh700001bTGJt,decoy,True,0,,,True,True
ghsr,ZINCk500000gei6h,decoy,True,0,,,True,True
ghsr,ZINCk50000046YPS,decoy,True,0,,,True,True
ghsr,ZINCk800001bPJGz,decoy,True,0,,,True,True
ghsr,ZINCk800001bOSmG,decoy,True,0,,,True,True
ghsr,ZINCk700000drlal,decoy,True,0,,,True,True
ghsr,ZINCj8000002qrMC,decoy,True,0,,,True,True
ghsr,ZINCk600000AIXcN,decoy,True,0,,,True,True
ghsr,ZINCk700000JSx0Z,decoy,True,0,,,True,True
ghsr,ZINCk6000009J17k,decoy,True,0,,,True,True
ghsr,ZINCk8000004ihbU,decoy,True,0,,,True,True
ghsr,ZINCk700000PBfH4,decoy,True,0,,,True,True
ghsr,ZINCk700001bPl7G,decoy,True,0,,,True,True
ghsr,ZINCk700000PA1xR,decoy,True,0,,,True,True
ghsr,ZINCj6000002lagX,decoy,True,0,,,True,True
ghsr,ZINCj800000vL6bf,decoy,True,0,,,True,True
ghsr,ZINCk7000009KDux,decoy,True,0,,,True,True
ghsr,ZINCk700000drwL5,decoy,True,0,,,True,True
ghsr,ZINCk8000018ToFS,decoy,True,0,,,True,True
ghsr,ZINCk500000dpaFq,decoy,True,0,,,True,True
ghsr,ZINCk800000EmsNX,decoy,True,0,,,True,True
ghsr,ZINCk5000009F5ag,decoy,True,0,,,True,True
ghsr,ZINCk6000018T1rd,decoy,True,0,,,True,True
ghsr,ZINCk7000004gjaB,decoy,True,0,,,True,True
ghsr,ZINCk6000004cBFx,decoy,True,0,,,True,True
ghsr,ZINCk800000dsdKl,decoy,True,0,,,True,True
ghsr,ZINCk800000gviMa,decoy,True,0,,,True,True
ghsr,ZINCk6000009JszJ,decoy,True,0,,,True,True
ghsr,ZINCi600000Bp7vA,decoy,True,0,,,True,True
ghsr,ZINCk700000JSEJz,decoy,True,0,,,True,True
ghsr,ZINCk500000gaCoT,decoy,True,0,,,True,True
ghsr,ZINCk8000009M57r,decoy,True,0,,,True,True
ghsr,ZINCk7000009KZrH,decoy,True,0,,,True,True
ghsr,ZINCk700000PyJnI,decoy,True,0,,,True,True
ghsr,ZINCj8000009kfEq,decoy,True,0,,,True,True
ghsr,ZINCk800000JUoEf,decoy,True,0,,,True,True
ghsr,ZINCk600000PumGZ,decoy,True,0,,,True,True
ghsr,ZINCj600000JTsxx,decoy,True,0,,,True,True
ghsr,ZINCk800000BmJ1s,decoy,True,0,,,True,True
ghsr,ZINCk800000ds8tC,decoy,True,0,,,True,True
ghsr,ZINCk500000468se,decoy,True,0,,,True,True
ghsr,ZINCk5000009G6Xc,decoy,True,0,,,True,True
ghsr,ZINCk800001bPNKA,decoy,True,0,,,True,True
ghsr,ZINCk800000JTCEv,decoy,True,0,,,True,True
ghsr,ZINCk8000018TeAi,decoy,True,0,,,True,True
ghsr,ZINCk600000gpP0Q,decoy,True,0,,,True,True
ghsr,ZINCk500000cLfyB,decoy,True,0,,,True,True
ghsr,ZINCk500000cikrx,decoy,True,0,,,True,True
ghsr,ZINCk600000cvno4,decoy,True,0,,,True,True
ghsr,ZINCk600000gpw1t,decoy,True,0,,,True,True
ghsr,ZINCk800000PzjJw,decoy,True,0,,,True,True
ghsr,ZINCk6000009Jfx9,decoy,True,0,,,True,True
ghsr,ZINCk6000018SAiT,decoy,True,0,,,True,True
ghsr,ZINCi60000010f7s,decoy,True,0,,,True,True
ghsr,ZINCk8000004iRkN,decoy,True,0,,,True,True
ghsr,ZINCj600000JTJXg,decoy,True,0,,,True,True
ghsr,ZINCk700000gsV7b,decoy,True,0,,,True,True
ghsr,ZINCk600000Bncnz,decoy,True,0,,,True,True
ghsr,ZINCj7000002oLyU,decoy,True,0,,,True,True
ghsr,ZINCk800000JThtc,decoy,True,0,,,True,True
ghsr,ZINCk7000004f06q,decoy,True,0,,,True,True
ghsr,ZINCj800000wOPwk,decoy,True,0,,,True,True
ghsr,ZINCk700000JTUJk,decoy,True,0,,,True,True
ghsr,ZINCk700000grSHe,decoy,True,0,,,True,True
ghsr,ZINCk700001bPDoV,decoy,True,0,,,True,True
ghsr,ZINCj700000JSVQf,decoy,True,0,,,True,True
ghsr,ZINCk6000004cKwL,decoy,True,0,,,True,True
ghsr,ZINCk7000004eXUk,decoy,True,0,,,True,True
ghsr,ZINCk6000004cPOR,decoy,True,0,,,True,True
ghsr,ZINCk500000cirM6,decoy,True,0,,,True,True
ghsr,ZINCj6000002mF6I,decoy,True,0,,,True,True
ghsr,ZINCk800000ds96S,decoy,True,0,,,True,True
ghsr,ZINCi80000014sKH,decoy,True,0,,,True,True
ghsr,ZINCk800000drSnN,decoy,True,0,,,True,True
ghsr,ZINCk6000004cBHC,decoy,True,0,,,True,True
ghsr,ZINCj500000fdyB5,decoy,True,0,,,True,True
ghsr,ZINCi60000011m6U,decoy,True,0,,,True,True
ghsr,ZINCk7000004eWiH,decoy,True,0,,,True,True
ghsr,ZINCk6000009JbtI,decoy,True,0,,,True,True
ghsr,ZINCj6000018TveQ,decoy,True,0,,,True,True
ghsr,ZINCk600000JSx4x,decoy,True,0,,,True,True
ghsr,ZINCj800001bPpUf,decoy,True,0,,,True,True
ghsr,ZINCk600000PzNGR,decoy,True,0,,,True,True
ghsr,ZINCk800000y8zT3,decoy,True,0,,,True,True
ghsr,ZINCk6000009J1aT,decoy,True,0,,,True,True
ghsr,ZINCk8000004iLen,decoy,True,0,,,True,True
ghsr,ZINCj800001bNnh6,decoy,True,0,,,True,True
ghsr,ZINCk600000JTrTQ,decoy,True,0,,,True,True
ghsr,ZINCj700000foZg6,decoy,True,0,,,True,True
ghsr,ZINCk8000004jI0u,decoy,True,0,,,True,True
