zinc_id,smiles,coverage_pct,anchor_weighted_pct,geometry_penalty_factor,weighted_coverage_pct,features_matched,mw,logp,hbd,hba,rotatable_bonds,lipinski,chemistry_flagged,pains_alert,reactive_flags,hotspot_weighted_pct,hotspot_bits_matched,hotspot_exact_matches,hotspot_compatible_matches,hotspot_exact_residue_count,hotspot_group_count,hotspot_required_groups_pass,native_supported_hotspot_bits_matched,native_supported_hotspot_exact_matches,native_supported_hotspot_exact_residue_count,native_supported_hotspot_weighted_pct,pair_hash_overlap_pct,pair_hash_recall_pct,pair_hash_precision_pct,cascade_score_pct,shortlist_rank,rerank_conformers,best_conformer_id,fit_rmsd_angstrom,mean_pair_distance_error_angstrom,reference_feature_span_angstrom,ligand_feature_span_angstrom,rerank_query_feature_count
CHEMBL382844,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2=NNC(=O)[C@@]2(Cc2ccccc2)C1,21.428571428571427,21.883806606260716,0.6908565873209073,15.118571949592004,6,491.5920000000003,1.3725000000000025,3,6,9,1,,,,30.00988505211415,10,4,6,4,2,1,,,,,23.856542441547372,18.191363363124307,34.646067970756775,25.394878094189067,11,16,8,1.6348293112542474,1.3330752858959016,11.827453064798013,11.325411557972348,28
ZINCk8000018TA71,O=C(COCc1cc(C(=O)O)n[nH]1)OCc1nncs1,17.857142857142858,18.287822287125632,0.8195482809871599,14.987753318412484,5,298.28,0.21939999999999982,2,8,7,1,,,,27.596833880108466,9,4,5,4,2,1,,,,,19.334579296025137,13.417752991383816,34.58594118042937,21.400142942045967,32,16,7,1.4260754146672896,0.6780617707217689,9.390882812600731,9.379152798704066,28
CHEMBL270666,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1[C@H](CC#N)COc1ccccc1O,17.857142857142858,19.00310044760335,0.7839249915456966,14.897005357729482,5,479.5410000000002,2.0238799999999997,3,10,12,1,,,,34.1174432062358,11,5,6,5,2,1,,,,,26.996639165560616,21.6643648097019,35.81078865387769,28.77684017572941,3,16,9,1.3932873047574659,0.8789277458743708,12.649328401144459,11.84599351101555,28
CHEMBL404336,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1C(/C=C/c1ccccc1)CC#N,17.857142857142858,18.953448192927702,0.7813803508866667,14.809851999502106,5,459.55400000000014,2.95268,2,8,11,1,,,,28.416425806587785,9,4,5,4,2,1,,,,,18.429481038527033,13.686614328993086,28.20262936635328,20.92621723054222,37,16,3,1.6336217478558703,0.7564142613832263,8.254082929072135,8.44904901714843,28
CHEMBL410135,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CCNC(=O)CCc1cccc(O)c1,17.857142857142858,18.953448192927702,0.7796937910820874,14.777885875621738,5,495.5840000000003,1.2390999999999996,4,9,13,1,,,,33.18093759173754,11,4,7,4,2,1,,,,,29.403559474826757,23.41633162881136,39.50424005218526,30.347904004054456,1,16,4,1.458211558241023,0.9161710903025447,8.254082929072135,8.481083617064789,28
CHEMBL403180,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1C(CC#N)CCc1ccccc1,17.857142857142858,18.953448192927702,0.7793372257047371,14.771127732214737,5,461.5700000000002,2.8720800000000004,2,8,12,1,,,,28.416425806587785,9,4,5,4,2,1,,,,,18.429481038527033,13.686614328993086,28.202629366353282,20.92621723054222,36,16,5,1.4455852766257309,0.9338830577093729,8.254082929072135,8.22897187963389,28
ZINCk600000BmPF7,CON(CC(=O)O)C(=O)c1cccc2c(O)nncc12,17.857142857142858,18.287822287125632,0.8040932735741859,14.705114889397805,5,277.236,0.4235999999999996,2,6,4,1,,,,24.308867652466137,8,3,5,3,2,1,,,,,16.94491643061195,10.689297124112231,40.853046594982075,18.785904236075496,80,16,13,0.9873884158166227,0.9867691679211082,9.390882812600731,8.26381732837163,28
ZINCk800000Py67v,C[C@@H](CNC(=O)c1ccns1)CC(=O)Nn1ccnn1,14.285714285714286,16.17753992324311,0.9014291695181901,14.582906377856402,4,294.34,0.26089999999999997,2,7,6,1,,,,24.308867652466137,8,3,5,3,2,1,,,,,15.750235606082196,9.884036128796984,38.746198830409355,17.889893617678183,110,16,5,0.5733639574793398,0.6996528677182248,11.619609545935706,10.859349875000198,28
CHEMBL130229,CCOC(=O)[C@@H](CCc1ccccc1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(C)N,21.428571428571427,21.883806606260716,0.6642539450406005,14.536404870714236,6,478.5930000000003,2.6132,4,5,11,1,,,,29.626577682298024,10,3,7,3,2,1,,,,,22.31905831146995,16.644400137584338,33.864728856842426,24.145938154176967,14,16,3,1.6426667943667135,1.3292353973964235,11.827453064798013,10.324070864529515,28
ZINCk700000JUf7G,NS(=O)(=O)CCCCOC(=O)c1ccc2n[nH]cc2n1,17.857142857142858,18.287822287125632,0.7922251741344001,14.488073195957066,5,298.324,0.18339999999999917,2,6,6,1,,,,24.308867652466137,8,3,5,3,2,1,,,,,16.4410984713867,10.925352427331486,33.20478097032502,18.40804076665656,95,16,14,1.3747828449963855,0.9057910970445908,9.390882812600731,9.273137573181087,28
ZINCk800000JTEfE,COc1cc(C(=O)OCC(=O)c2cn(C)cn2)n(C)n1,17.857142857142858,18.287822287125632,0.7917669626166584,14.479693505150692,5,278.26800000000003,0.20189999999999975,0,8,5,1,,,,22.499770812270175,7,4,3,4,2,1,,,,,11.256123896057805,7.246543742011477,25.198922373284876,14.067035625110897,214,16,6,1.1283468359432762,0.980306572992296,9.390882812600731,8.325994535146192,28
ZINCk500000dp3ZE,COCc1nc(C(=O)NCCc2nnc(CO)s2)no1,17.857142857142858,19.07470329851145,0.7562401374707247,14.425056244679586,5,299.312,-0.46770000000000017,2,9,7,1,,,,24.308867652466137,8,3,5,3,2,1,,,,,16.585296193455605,11.316795179667848,31.03228693377392,18.516189058208237,90,16,5,1.120715754425239,1.2419124297625364,14.947090486111337,14.108062677339039,28
ZINCk600000PC7ZQ,OCCn1cc(CN2CC[C@@H](c3cnccn3)C2)nn1,17.857142857142858,18.287822287125632,0.785590152103487,14.366733092184566,5,274.328,0.04989999999999983,1,7,5,1,,,,21.88062174122295,7,3,4,3,2,1,,,,,13.03218930513551,8.223448455686391,31.384689224862004,15.244297414157371,173,16,10,1.3748242673138131,0.8297348444385939,9.390882812600731,10.468128513708491,28
ZINCk800000BmzIB,CN(C)[C@@H](CNC(=O)c1csc(O)n1)c1cnn(C)c1,17.857142857142858,18.287822287125632,0.7832252868199211,14.323484856145718,5,295.36800000000005,0.6148999999999994,2,7,5,1,,,,24.308867652466137,8,3,5,3,2,1,,,,,15.102057359434855,10.127576653612913,29.68065122103946,17.403759932692676,125,16,6,1.4195580754685413,0.8862903561575315,9.390882812600731,8.747157972430347,28
ZINCk800000ds8Aw,Cc1nc(CC(=O)Nc2c(P(C)(C)=O)cnn2C)n[nH]1,17.857142857142858,18.287822287125632,0.7826291203673739,14.312582270007988,5,296.27099999999996,0.27581999999999957,2,6,4,1,,,,24.308867652466137,8,3,5,3,2,1,,,,,13.458970260942104,8.947767129704841,27.144369323226115,16.171444608823112,157,16,15,1.2048621011750356,0.9700129025893709,9.390882812600731,8.264748743807598,28
CHEMBL1161827,CC(C)(N)C(=O)N[C@H](CCCc1ccccc1)C(=O)N1CCC2(CC1)C[S+]([O-])c1ccccc12,17.857142857142858,19.204507777012356,0.7428876818418987,14.266792263379424,5,481.6620000000003,2.913000000000001,2,4,7,1,,,,23.2232187666299,7,3,4,3,2,1,,,,,12.232829108549677,8.23998499091703,23.733219890338436,14.980426523069731,187,16,4,1.31150940733216,1.1315607112271773,13.500608393698414,12.320513475986683,28
ZINCk600000gpzZR,COC(=O)[C@@H](C)NC(=O)Cn1cc(-c2cncs2)nn1,17.857142857142858,18.287822287125632,0.7794627556462483,14.25467635469182,5,295.324,0.0792999999999997,1,8,5,1,,,,21.88062174122295,7,3,4,3,2,1,,,,,13.473404730663113,8.179549190811446,38.19060166886254,15.575208983303074,164,16,13,1.5342352219763697,0.8396505146721063,9.390882812600731,8.949413518224114,28
