job,method,metric,identifier_ordered,tie_aware,correction
ghsr_seed2,full_cascade,roc_auc,0.9996933333333332,0.88984,tie handling
ghsr_seed2,full_cascade,pr_auc,0.9900955732856548,0.7865967741935483,tie handling
ghsr_seed2,full_cascade,ef_1pct,32.0,31.0,tie handling plus actual-cutoff EF normalization
ghsr_seed2,full_cascade,ef_5pct,20.0,15.607194440196427,tie handling plus actual-cutoff EF normalization
ghsr_seed2,full_cascade,ef_01pct,40.0,31.0,tie handling plus actual-cutoff EF normalization
ghsr_seed2,full_cascade,top10_recovery,0.2,0.2,tie handling
ghsr_seed2,full_cascade,top25_recovery,0.5,0.5,tie handling
ghsr_seed2,full_cascade,top50_recovery,0.96,0.7813121272365805,tie handling
ghsr_seed2,full_cascade,bedroc,0.995501371281886,0.8405518950829997,tie handling
ghsr_seed2,stage3_only,roc_auc,0.9995333333333334,0.88968,tie handling
ghsr_seed2,stage3_only,pr_auc,0.9830925235301572,0.7795937244380506,tie handling
ghsr_seed2,stage3_only,ef_1pct,32.0,31.0,tie handling plus actual-cutoff EF normalization
ghsr_seed2,stage3_only,ef_5pct,20.0,15.607194440196427,tie handling plus actual-cutoff EF normalization
ghsr_seed2,stage3_only,ef_01pct,40.0,31.0,tie handling plus actual-cutoff EF normalization
ghsr_seed2,stage3_only,top10_recovery,0.2,0.2,tie handling
ghsr_seed2,stage3_only,top25_recovery,0.5,0.5,tie handling
ghsr_seed2,stage3_only,top50_recovery,0.96,0.7813121272365805,tie handling
ghsr_seed2,stage3_only,bedroc,0.9927738007248462,0.8378243245259595,tie handling
ghsr_seed2,standard_3d_pharmacophore,roc_auc,0.9548,0.9548,tie handling
ghsr_seed2,standard_3d_pharmacophore,pr_auc,0.7155757741709212,0.7155757741709213,tie handling
ghsr_seed2,standard_3d_pharmacophore,ef_1pct,30.0,29.0625,tie handling plus actual-cutoff EF normalization
ghsr_seed2,standard_3d_pharmacophore,ef_5pct,15.2,15.102564102564102,tie handling plus actual-cutoff EF normalization
ghsr_seed2,standard_3d_pharmacophore,ef_01pct,40.0,31.0,tie handling plus actual-cutoff EF normalization
ghsr_seed2,standard_3d_pharmacophore,top10_recovery,0.2,0.2,tie handling
ghsr_seed2,standard_3d_pharmacophore,top25_recovery,0.44,0.44,tie handling
ghsr_seed2,standard_3d_pharmacophore,top50_recovery,0.68,0.68,tie handling
ghsr_seed2,standard_3d_pharmacophore,bedroc,0.7985672465081326,0.798567246508136,tie handling
