quartile_index,quartile_label,n,screen_min_pct,screen_max_pct,screen_median_pct,native_min_pct,native_q1_pct,native_median_pct,native_q3_pct,native_max_pct,native_mean_pct
0,"Q1
6.396-11.270%",66,6.396091696490622,11.26991244235704,10.501054258521464,27.020983469256315,51.077962453981876,63.14924316917441,64.19404341937518,77.43811374063404,59.382324076981064
1,"Q2
11.278-12.213%",65,11.278315932577115,12.212905955808536,11.751823021500067,50.41713027137772,64.19404341937518,64.70600084283734,77.43811374063404,79.84285059250405,67.16799501555703
2,"Q3
12.216-13.353%",65,12.215691451258529,13.353138557775267,12.630321386795355,51.46193052157849,64.19404341937518,64.19404341937518,65.04202259758227,79.33089316904189,64.4859057167981
3,"Q4
13.358-17.728%",65,13.357993121135834,17.7281588075601,14.090826385458207,51.46193052157849,64.19404341937518,70.0168090390329,77.43811374063404,92.57496349030072,71.80767715945467
