job,method,metric,identifier_ordered,tie_aware,correction
ntsr1_seed5,full_cascade,roc_auc,0.95452,0.8266266666666666,tie handling
ntsr1_seed5,full_cascade,pr_auc,0.8331040841950929,0.6654213036017625,tie handling
ntsr1_seed5,full_cascade,ef_1pct,32.0,31.0,tie handling plus actual-cutoff EF normalization
ntsr1_seed5,full_cascade,ef_5pct,19.2,13.962444962444964,tie handling plus actual-cutoff EF normalization
ntsr1_seed5,full_cascade,ef_01pct,40.0,31.0,tie handling plus actual-cutoff EF normalization
ntsr1_seed5,full_cascade,top10_recovery,0.2,0.2,tie handling
ntsr1_seed5,full_cascade,top25_recovery,0.46,0.455,tie handling
ntsr1_seed5,full_cascade,top50_recovery,0.68,0.68,tie handling
ntsr1_seed5,full_cascade,bedroc,0.8982008586676861,0.7568152261258821,tie handling
ntsr1_seed5,stage3_only,roc_auc,0.95444,0.8268666666666666,tie handling
ntsr1_seed5,stage3_only,pr_auc,0.8341515188864506,0.6865246975314748,tie handling
ntsr1_seed5,stage3_only,ef_1pct,32.0,31.0,tie handling plus actual-cutoff EF normalization
ntsr1_seed5,stage3_only,ef_5pct,19.2,13.962444962444964,tie handling plus actual-cutoff EF normalization
ntsr1_seed5,stage3_only,ef_01pct,40.0,31.0,tie handling plus actual-cutoff EF normalization
ntsr1_seed5,stage3_only,top10_recovery,0.2,0.2,tie handling
ntsr1_seed5,stage3_only,top25_recovery,0.5,0.5,tie handling
ntsr1_seed5,stage3_only,top50_recovery,0.68,0.68,tie handling
ntsr1_seed5,stage3_only,bedroc,0.8974954718541862,0.7615819576882707,tie handling
ntsr1_seed5,standard_3d_pharmacophore,roc_auc,0.7632399999999999,0.76324,tie handling
ntsr1_seed5,standard_3d_pharmacophore,pr_auc,0.4416000915510761,0.441612633567671,tie handling
ntsr1_seed5,standard_3d_pharmacophore,ef_1pct,30.0,29.0625,tie handling plus actual-cutoff EF normalization
ntsr1_seed5,standard_3d_pharmacophore,ef_5pct,9.2,9.14102564102564,tie handling plus actual-cutoff EF normalization
ntsr1_seed5,standard_3d_pharmacophore,ef_01pct,40.0,31.0,tie handling plus actual-cutoff EF normalization
ntsr1_seed5,standard_3d_pharmacophore,top10_recovery,0.2,0.2,tie handling
ntsr1_seed5,standard_3d_pharmacophore,top25_recovery,0.34,0.34,tie handling
ntsr1_seed5,standard_3d_pharmacophore,top50_recovery,0.44,0.44,tie handling
ntsr1_seed5,standard_3d_pharmacophore,bedroc,0.5392334147180056,0.539233414718008,tie handling
