stage3_screen_rank,zinc_id,smiles,coverage_pct,anchor_weighted_pct,geometry_penalty_factor,weighted_coverage_pct,features_matched,mw,logp,hbd,hba,rotatable_bonds,lipinski,chemistry_flagged,pains_alert,reactive_flags,hotspot_weighted_pct,hotspot_bits_matched,hotspot_exact_matches,hotspot_compatible_matches,hotspot_exact_residue_count,hotspot_group_count,hotspot_required_groups_pass,native_supported_hotspot_bits_matched,native_supported_hotspot_exact_matches,native_supported_hotspot_exact_residue_count,native_supported_hotspot_weighted_pct,pair_hash_overlap_pct,pair_hash_recall_pct,pair_hash_precision_pct,cascade_score_pct,shortlist_rank,rerank_conformers,best_conformer_id,fit_rmsd_angstrom,mean_pair_distance_error_angstrom,reference_feature_span_angstrom,ligand_feature_span_angstrom,rerank_query_feature_count
53,ZINCk700000Bn9xQ,O=[N+]([O-])c1ccn(CCN2CCOCC3(COC3)C2)n1,14.285714285714286,15.882058156883279,0.8279764786569002,13.149970586560315,4,282.29999999999995,0.1400999999999999,0,7,4,1,,,,27.447880049284816,8,5,3,5,2,1,,,,,9.073809047138148,5.616226168685967,23.60768175582991,13.667326797674818,67,16,11,1.2119566846085976,0.8038795410153005,6.493394566788621,6.362970349791725,28
54,ZINCk7000004eQO6,CC[S@](=O)CCNC(=O)C(=O)Nc1ncc(COC)s1,17.857142857142858,18.646621874888975,0.7035497409888972,13.118825990396044,5,319.4080000000001,0.11279999999999957,2,6,7,1,,,,24.07255356137126,8,3,5,3,2,1,,,,,6.041878986055141,4.099572935814465,11.481715006305173,10.54954762988417,251,16,1,1.4146207389513412,1.4295257033204567,10.122770668152079,9.903121747397284,28
55,ZINCk600000AIXCm,Cc1cnc(C(=O)N2CCC[C@H](C3CNC3)C2)c[n+]1[O-],10.714285714285714,13.280421819071655,0.9867557232942895,13.104532237731316,3,276.34,0.09502000000000077,1,4,2,1,,,,21.17783005574874,6,3,3,3,2,1,,,,,3.5458275203185154,2.176733482477088,9.556642556070145,7.953828154176071,364,16,15,0.31799114796110295,0.1770816505548245,8.790788474306497,8.92894959568018,28
56,ZINCj700000y8z12,CO[C@H]1C[C@H](OC)CN(C(=O)c2cc[n+]([O-])cc2)C1,14.285714285714286,15.882058156883279,0.8239154492878167,13.08547308194372,4,266.297,0.19589999999999996,0,4,3,1,,,,20.723462482193167,6,3,3,3,2,1,,,,,7.910772930021194,4.935435780884447,19.918952618453872,11.113945318064188,211,16,5,1.1662227124305085,0.8611793390801809,6.493394566788621,6.72991545717188,28
57,ZINCk6000004cvz7,COC(=O)NCCC(=O)OCCn1ccc([N+](=O)[O-])n1,14.285714285714286,15.882058156883279,0.8230249795217199,13.071330589331625,4,286.244,0.08059999999999978,1,8,7,1,,,,26.753501871115127,8,4,4,4,2,1,,,,,8.80956751216883,5.47671232171176,22.504982370075126,13.295551101905403,82,16,12,1.020921786952647,0.8711097795074269,6.493394566788621,5.480753436857267,28
58,ZINCj7000002oyz8,Cc1ncc([N+](=O)[O-])n1CCN(C)CC(=O)N(C)C,10.714285714285714,13.705634530873795,0.9536564733755336,13.07046709208704,3,269.30499999999995,0.1197199999999996,0,6,6,1,,,,24.106424648399255,7,4,3,4,2,1,,,,,7.046008415921191,4.452332295524912,16.878415300546447,11.311112474040709,195,16,0,0.3600770087296758,0.48712231065888467,5.667138254886672,5.26226801484059,28
59,ZINCk50000040ZON,COCCN(CCOC)C(=O)Cn1ccc([N+](=O)[O-])n1,14.285714285714286,15.882058156883279,0.8228094898064016,13.067908169140729,4,286.288,-0.08729999999999905,0,7,9,1,,,,27.447880049284816,8,5,3,5,2,1,,,,,8.414452722990164,5.517528931664803,17.71613190730838,13.172809554563827,87,16,3,1.3400948312946772,0.7017867236322077,6.493394566788621,7.006198425705527,28
60,ZINCk7000004fxF1,COC[C@@H]1C[C@@H](O)CN1C(=O)c1ccc([N+](=O)[O-])n1C,14.285714285714286,15.882058156883279,0.8226373243496847,13.065173827344546,4,283.284,0.15510000000000002,1,6,4,1,,,,26.753501871115127,8,4,4,4,2,1,,,,,6.32877779970291,3.977488144128278,15.479437991317614,11.434958817555964,191,16,2,1.1723615246069825,0.8536875431260889,6.493394566788621,6.889871738152868,28
61,ZINCk8000004jZDL,O=C(CNc1nccc2nccnc12)N1CCOCC1,17.857142857142858,18.646621874888975,0.6988550591757688,13.03128603380372,5,273.29600000000005,0.2954999999999999,1,6,3,1,,,,23.003440943939186,8,3,5,3,2,1,,,,,9.10611249343314,5.741377829493702,21.99809931100023,12.580444606059652,111,16,1,1.4324879839176006,1.4383996087172033,10.122770668152079,9.747880948772863,28
62,ZINCj600000JWLEK,CS(=O)(=O)SCC(=O)OCCn1ccc([N+](=O)[O-])n1,14.285714285714286,15.882058156883279,0.8200526753885614,13.024124282228858,4,309.32500000000005,0.027299999999999658,0,9,7,1,,,,24.106424648399255,7,4,3,4,2,1,,,,,7.854569912289282,4.661331410342349,24.93898937697388,11.917533596316774,157,16,4,1.113710262845195,0.9279985528632237,6.493394566788621,6.367265354786942,28
63,ZINCk500000gf15o,CS(=O)(=O)SCCNS(=O)(=O)c1cc([N+](=O)[O-])ccn1,17.857142857142858,18.614658157328254,0.6991143897594686,13.013775378241656,5,341.39200000000005,-0.03909999999999986,1,8,7,1,,,,26.753501871115127,8,4,4,4,2,1,,,,,8.166653768817062,4.873898520686438,25.173836181496767,12.81336579439158,99,16,1,1.8377621229695877,1.144709680141911,7.8947932208513265,7.684185303186063,28
64,ZINCj7000002nMH4,COCCCN(CCO)CCn1ccc([N+](=O)[O-])n1,14.285714285714286,15.882058156883279,0.8193041238333261,13.012235742895184,4,272.305,0.12209999999999988,1,7,10,1,,,,26.753501871115127,8,4,4,4,2,1,,,,,6.54330393815548,4.014921050311132,17.672502047502046,11.595853421395391,181,16,5,1.2164650974385673,0.8580712949589379,6.493394566788621,6.472426155150442,28
65,ZINCk50000041ZM7,CO[C@H]1CCN(C(=O)COc2nn(C)cc2[N+](=O)[O-])C1,14.285714285714286,15.882058156883279,0.818278216281972,12.995942219500993,4,284.27200000000005,-0.04560000000000031,0,7,5,1,,,,24.106424648399255,7,4,3,4,2,1,,,,,6.838175200593214,4.231701160768223,17.80496618656755,11.155237562544723,205,16,12,1.0037377743489126,1.0141406697893616,6.493394566788621,6.398030473962213,28
66,ZINCk600000JSgPv,Cc1ocnc1C(=O)COC(=O)COCc1nc[nH]n1,17.857142857142858,18.614658157328254,0.6960026412059271,12.955851242645922,5,280.23999999999995,0.043819999999999804,1,8,7,1,,,,23.003440943939186,8,3,5,3,2,1,,,,,10.44456597265373,6.8367982929008715,22.11418824001605,13.584284715475095,70,16,4,1.7094644058295678,1.1720930621069827,7.8947932208513265,8.907792587186968,28
67,ZINCk7000018Tipr,CO[C@H](CCN)C(=O)NNc1nc(C)ccc1[N+](=O)[O-],14.285714285714286,15.882058156883279,0.8150922358541343,12.945342293059381,4,283.28800000000007,0.10512000000000055,3,7,7,1,,,,29.359912564617336,9,4,5,4,2,1,,,,,7.020950245346076,4.476745120182185,16.26409017713366,12.60569082516389,110,16,8,1.1723099810311672,0.9162102942230979,6.493394566788621,6.3690432525874074,28
68,ZINCf50000035uN5,Cn1c([N+](=O)[O-])cnc1CN1CC(N)C1,10.714285714285714,13.705634530873795,0.9430042816844341,12.924472045816017,3,211.22499999999997,-0.5287999999999997,1,6,3,1,,,,23.370539704909035,7,3,4,3,2,1,,,,,4.197226994417309,2.4461895806081504,14.769734500676199,8.99055517204024,329,16,7,0.47037031196906703,0.5323558737092732,5.667138254886672,5.427467459483286,28
69,ZINCk600000x3MYL,Cn1cc([C@H]2CC(=O)NN2Cc2ccc[n+]([O-])c2)cn1,14.285714285714286,14.490870376529077,0.8917803722323897,12.92267377835241,4,273.296,0.03169999999999962,1,5,3,1,,,,27.328880372511843,8,4,4,4,2,1,,,,,10.154432458333625,6.26269028968834,26.822208798952975,14.44804443687818,46,16,9,0.7860164689964546,0.7008949818255396,7.509116392758873,7.708929688873957,28
70,ZINCj800000FCplr,Cc1cnc(CN(C)CC(=O)c2cn(C)nn2)cn1,17.857142857142858,18.614658157328254,0.6938807170135319,12.91635234916872,5,260.301,0.22821999999999987,0,7,5,1,,,,20.322492634195317,7,3,4,3,2,1,,,,,7.6130719261239825,4.91240196141505,16.90913253413253,10.790427103141816,232,16,3,1.677240422228829,1.1164226459796212,7.8947932208513265,6.447649837562759,28
71,ZINCk600000PAyux,COC[C@H](C)C(=O)NCCC(=O)Nc1ccc[n+]([O-])c1,14.285714285714286,14.475608078364722,0.892068115799777,12.913228423522847,4,281.312,0.0473000000000004,2,4,7,1,,,,25.976950398411248,8,3,5,3,2,1,,,,,9.14351803807713,5.473339311140565,27.75436484045756,13.351876128160658,80,16,14,0.7618835323285507,0.7108125627782301,10.122770668152079,9.852581239395601,28
72,ZINCj700000cKeN3,CO[C@H]1CN(C(=O)c2cnc([N+](=O)[O-])n2C)C[C@H]1F,14.285714285714286,15.882058156883279,0.8130286300507585,12.912567985677287,4,272.236,0.1372000000000002,0,6,3,1,,,,24.106424648399255,7,4,3,4,2,1,,,,,5.972004143007918,3.750145938864142,14.654234654234655,10.505609269355752,261,16,13,1.5102911905888465,0.6317978265240878,6.493394566788621,6.814401498617537,28
73,ZINCk6000004cGEJ,COCCOCCONC(=O)c1cc(S(C)(=O)=O)co1,17.857142857142858,18.646621874888975,0.6922853733713039,12.908783586771037,5,307.32400000000007,0.007500000000000506,1,7,9,1,,,,22.38655567722194,8,3,5,3,2,1,,,,,7.338026812601852,4.980221940262626,13.935617860851504,11.100159028756874,212,16,5,1.8137455301650187,1.1880894173723213,10.122770668152079,10.63313900927152,28
74,ZINCk8000004j0Gd,C[C@@H](O)C[C@H]1COCCN1CCn1cc([N+](=O)[O-])cn1,14.285714285714286,15.882058156883279,0.8125475939259957,12.904928141968243,4,284.316,0.26299999999999946,1,7,6,1,,,,26.753501871115127,8,4,4,4,2,1,,,,,7.629099173325367,4.664492531854345,20.934273482749933,12.410199847772807,119,16,10,1.140384786789219,0.9565264915471782,6.493394566788621,6.469723885939956,28
75,ZINCk8000004jCFq,Cn1c(CNCc2nnc3c(=O)[nH]ccn23)cnc1Br,17.857142857142858,18.614658157328254,0.6932306426946401,12.90425143794569,5,338.16900000000004,0.20339999999999986,2,7,4,1,,,,23.958631846148258,8,3,5,3,2,1,,,,,8.784311230067333,5.413880255290173,23.273006860657667,12.577891384087565,113,16,2,1.4386044261802096,1.3333039482288764,7.8947932208513265,6.598156885596606,28
76,CHEMBL1461496,Cc1cc(C)n(-c2nc(Nc3ccccc3C)nc(-n3nc(C)cc3C)n2)n1,17.857142857142858,19.333574592865542,0.6671529458451622,12.898451243347427,5,374.4520000000001,3.5287000000000015,1,8,4,1,,,,22.964646403133095,7,4,3,4,2,1,,,,,8.172229026242677,5.068074145383844,21.089188026307703,11.870333370465282,162,16,3,1.7222935313994887,1.2471406774694258,10.122770668152079,8.608453184412515,28
77,ZINCk600000dqRJl,CN(CCN(C)C1COC1)Cc1cn(C)nc1[N+](=O)[O-],10.714285714285714,13.705634530873795,0.9403474075645165,12.88805790013389,3,283.332,0.09070000000000067,0,7,7,1,,,,27.447880049284816,8,5,3,5,2,1,,,,,8.052574252873777,5.38162491690604,15.98713418501404,12.901400701976536,97,16,14,0.5838895051590174,0.4933170829841556,5.667138254886672,5.686086077533084,28
78,ZINCk800000drOzz,CCNS(=O)(=O)CCNCc1ccc(N)c([N+](=O)[O-])c1,10.714285714285714,13.705634530873795,0.9395866481825277,12.87763121007842,3,302.35600000000005,0.20590000000000097,3,6,8,1,,,,26.250045649530197,8,3,5,3,2,1,,,,,6.2994855977558775,3.783895798626534,18.794042680793645,11.287125610699457,197,16,10,0.43138285208192045,0.5679289191852579,5.667138254886672,5.319894590260554,28
79,ZINCk800001bPO03,CO[C@H](CCC(=O)O)CNCc1c([N+](=O)[O-])cnn1C,14.285714285714286,15.882058156883279,0.8095809246373403,12.857811327793577,4,286.288,0.29770000000000013,2,7,9,1,,,,29.359912564617336,9,4,5,4,2,1,,,,,8.819842320631938,5.650173237829658,20.090124397055085,13.95485988162829,56,16,12,1.3017330600776946,0.8521968134010893,6.493394566788621,6.604934745108863,28
80,ZINCk800000PAn4N,COCC1(NS(=O)(=O)c2ccc([N+](=O)[O-])o2)CC(=O)C1,14.285714285714286,15.882058156883279,0.809421036248225,12.855271971099038,4,304.2800000000001,0.21420000000000017,1,7,6,1,,,,30.094957272000688,9,5,4,5,2,1,,,,,9.71073755470271,6.195677832148081,22.44430162810626,14.806792484027204,39,16,4,1.1690364774111235,0.9551918668550962,6.493394566788621,6.489361419102709,28
81,ZINCk7000018Toxa,CS(=O)(=O)c1ccc(NCC[C@@H](N)CO)c([N+](=O)[O-])c1,14.285714285714286,15.189005259394039,0.8453404779254913,12.839880965188957,4,303.34000000000003,0.11990000000000006,3,7,7,1,,,,26.250045649530197,8,3,5,3,2,1,,,,,6.808048469752379,4.028462016366426,21.960526315789462,11.668547764696832,180,16,1,0.9455585602161378,0.8578207174709803,9.038073356639677,9.597322295588752,28
82,ZINCk8000004il1c,COC(=O)CNC(=O)COc1c(I)cncc1[N+](=O)[O-],14.285714285714286,15.882058156883279,0.8076632555126694,12.827354795229894,4,395.1090000000001,0.26239999999999936,1,7,6,1,,,,30.094957272000688,9,5,4,5,2,1,,,,,7.170072655978502,4.4371700175005575,18.667746507390156,12.901293809984049,98,16,15,1.0023016213806184,1.0785848525295052,6.493394566788621,6.500040063488896,28
83,CHEMBL3099769,COc1cccc(OC)c1-c1nc(C(=O)N[C@@H](CC(C)C)C(=O)O)cn1-c1cccc2ccccc12,17.857142857142858,19.37081096862443,0.6615324986597206,12.814420981139243,5,487.5560000000002,4.938800000000004,2,6,9,1,,,,33.39071482145173,11,5,6,5,2,1,,,,,15.010488309483353,11.374510424296822,22.063221274460616,19.60554493747545,12,16,8,1.8065563223105816,1.4212505558151185,10.35189885962957,10.15877429347044,28
84,ZINCk700000drzz2,Cc1ncc([N+](=O)[O-])n1CC[S@](=O)Cc1ncn(C)n1,14.285714285714286,15.882058156883279,0.8058481859029712,12.798527754129877,4,298.328,0.17711999999999972,0,8,6,1,,,,30.27617654613509,8,6,2,6,3,1,,,,,10.170209811779426,6.268143663062001,26.942623729457587,15.196701495368343,33,16,10,1.1540145195896274,0.9483743067270973,6.493394566788621,5.871183875781573,28
85,ZINCk600000Bn1Zw,O=C(CCCF)N[C@H]1C[C@@H]1NC(=O)c1cc[n+]([O-])cc1,14.285714285714286,16.750860837028807,0.7632133546660084,12.784480692972217,4,281.28700000000003,0.05660000000000004,2,3,6,1,,,,23.784240749250948,7,3,4,3,2,1,,,,,5.819726982549129,3.501611096908303,17.218844984802434,10.310855424224584,283,16,15,1.2618828885654712,1.0023655008199601,9.983293144048217,11.32332226457992,28
86,ZINCj6000002kGC4,CC(C)[C@@H](CNC(=O)c1ccc[n+]([O-])c1)OCCO,14.285714285714286,15.882058156883279,0.804924614090386,12.78385953289034,4,268.313,0.08329999999999999,2,4,7,1,,,,23.784240749250948,7,3,4,3,2,1,,,,,6.753612567163413,4.076669889104116,19.6697247706422,11.011269612685295,220,16,0,1.409486317986831,0.7574156422916714,6.493394566788621,7.071487371409413,28
87,ZINCk800000JU8NH,N#C[C@@]1(C(=O)OCCn2cc([N+](=O)[O-])cn2)CCOC1,14.285714285714286,15.882058156883279,0.8047237417460946,12.780669266636195,4,280.24,0.26478,0,8,5,1,,,,27.447880049284816,8,5,3,5,2,1,,,,,10.900920458709876,6.669551147621945,29.819041986989948,15.03766035635361,36,16,15,1.1838682253618606,0.9622532748742253,6.493394566788621,6.165246507944658,28
88,ZINCj800000PwOle,CC[C@H](O)CONc1nccc(C(N)=O)c1[N+](=O)[O-],17.857142857142858,18.614658157328254,0.6850237587190809,12.751483098203801,5,270.245,0.20310000000000022,3,7,7,1,,,,31.82571746489658,10,4,6,4,2,1,,,,,5.688872947353723,3.574359913169639,13.92891248174363,12.223084076739438,135,16,10,1.8365150198909215,1.219525820242716,7.8947932208513265,7.387025967055711,28
89,ZINCk6000004cv5W,COC(=O)N(C)CC(=O)OCCn1cc([N+](=O)[O-])cn1,14.285714285714286,15.882058156883279,0.8025220926060291,12.745702546952623,4,286.24399999999997,0.03269999999999951,0,8,6,1,,,,24.106424648399255,7,4,3,4,2,1,,,,,8.086626381872199,5.0219795554750934,20.748067898326966,12.091575948503962,144,16,9,1.2444915944606385,0.8878014649464204,6.493394566788621,5.767802140509283,28
90,ZINCf50000009Ve7,C[C@H](CN)CNC(=O)c1cc[n+]([O-])cc1,10.714285714285714,13.280421819071655,0.9583654373165319,12.727497264382619,3,209.24900000000002,-0.3553999999999997,2,3,4,1,,,,21.580921369014565,6,3,3,3,2,1,,,,,3.864581337471256,2.1441701880885025,19.55432058406887,8.293666345357083,353,16,4,0.48472868503472105,0.3923823381147102,8.790788474306497,8.527915372582763,28
91,CHEMBL1597454,CC(=O)OCCCNc1cc(Sc2ccc(C)cc2)c2nonc2c1[N+](=O)[O-],17.857142857142858,17.910423094950616,0.7093588791056158,12.704917650941503,5,402.4320000000002,3.955720000000003,1,9,8,1,,,,27.328880372511843,8,4,4,4,2,1,,,,,10.596095704434278,6.509607010949668,28.46597229244615,14.77929187145367,40,16,5,1.6553551470847132,1.2207015439637023,7.73709680694251,7.793719952459525,28
92,ZINCk800000JTkS3,Cn1cc([N+](=O)[O-])c(-c2nc(COCCCO)no2)n1,14.285714285714286,15.882058156883279,0.7984976999383839,12.681786908558948,4,283.24399999999997,0.27729999999999994,1,9,7,1,,,,30.71184253871794,9,5,4,5,2,1,,,,,9.972115943212522,6.084578822646549,27.61719335030703,15.157047592088876,34,16,13,1.2681343774967662,0.9382526852876997,6.493394566788621,6.827103359826814,28
93,ZINCk800000GfTHg,COc1noc(C[S@@](=O)[C@@H](C)C(=O)NCC(=O)O)c1Br,17.857142857142858,18.614658157328254,0.6812780381509934,12.681757790275979,5,369.19300000000004,0.28369999999999984,2,6,7,1,,,,24.07255356137126,8,3,5,3,2,1,,,,,8.344448445823124,5.628198927099425,16.12810155799191,12.276474724710157,130,16,13,1.654511469028433,1.4002513124803744,7.8947932208513265,7.665737091979995,28
94,ZINCf50000009BPt,CONC(=O)c1cnc(N)c([N+](=O)[O-])c1,17.857142857142858,18.614658157328254,0.6809888903337196,12.676375402500488,5,212.16499999999996,-0.13679999999999992,2,6,3,1,,,,29.359912564617336,9,4,5,4,2,1,,,,,6.017866185232813,3.5566174662236336,19.539765068361252,11.853377780078944,163,16,7,1.7341254158427026,1.3479750846785241,7.8947932208513265,7.891097597312352,28
95,ZINCk800000viWnO,[O-][n+]1cccc(CN2CCN(C[C@@H](O)C3CC3)CC2)c1,10.714285714285714,13.705634530873795,0.9235535488358224,12.657887410035285,3,277.368,0.20850000000000013,1,4,5,1,,,,21.17783005574874,6,3,3,3,2,1,,,,,5.698233249685603,3.4250561127165637,16.943419434194332,9.568132451201388,307,16,6,0.6252133949731455,0.5926018690945862,5.667138254886672,5.596968077928018,28
96,ZINCf5000000WBKh,NC[C@@H](O)CN=c1cccc([N+](=O)[O-])[nH]1,14.285714285714286,15.189005259394039,0.8329347717187393,12.651450628368105,4,212.209,-0.8567999999999993,3,5,4,1,,,,26.250045649530197,8,3,5,3,2,1,,,,,6.114085095492556,3.4366229234613286,27.677675585284284,11.148075234001967,209,16,10,1.1239548724536583,0.8215550912621009,9.038073356639677,8.606144405622537,28
97,ZINCk7000004fA9A,COC[C@](C)(O)CC(=O)OCCn1ccc([N+](=O)[O-])n1,14.285714285714286,15.882058156883279,0.7956133620888015,12.63597768708778,4,287.272,0.12199999999999989,1,8,8,1,,,,26.753501871115127,8,4,4,4,2,1,,,,,8.801502244910992,5.47671232171176,22.400108771393125,13.289502151462026,83,16,9,1.4123637014361463,0.8390359548769006,6.493394566788621,6.8760277427008365,28
98,ZINCj8000002qjyr,COC(=O)[C@@H]1CCN(CCn2cc([N+](=O)[O-])cn2)C1,14.285714285714286,14.458906658968354,0.8723920248506113,12.61383485734339,4,268.273,0.28619999999999934,0,7,5,1,,,,24.106424648399255,7,4,3,4,2,1,,,,,6.536090752053238,3.9417889819261838,19.119951778179622,10.928674226139742,223,16,2,1.0408873312324625,0.6451364974063215,5.911169934962112,5.956712074532475,28
99,ZINCk8000004iE2d,COC[C@@](O)(CO)CNc1cc(C#N)ccc1[N+](=O)[O-],14.285714285714286,15.882058156883279,0.7939348110568991,12.609318841979809,4,281.26800000000003,0.24817999999999968,3,7,7,1,,,,28.442755298690493,9,3,6,3,2,1,,,,,6.758952324436657,4.18424288115248,17.570991370660245,12.179903068000115,138,16,1,1.0148532035128837,1.1463578348043901,6.493394566788621,6.268392613178456,28
100,ZINCf5000000WBL6,NC[C@@H](O)CNc1ccc([N+](=O)[O-])nc1,14.285714285714286,15.189005259394039,0.8298232954945371,12.604190399634218,4,212.209,-0.2787000000000004,3,6,5,1,,,,26.250045649530197,8,3,5,3,2,1,,,,,5.223926195043441,2.973004891870639,21.508255243195002,10.48045605866513,264,16,4,1.1980949180906457,0.8043088126479483,9.038073356639677,8.97263491955121,28
101,ZINCk6000018SxxD,C#C[C@]1(OC)CCN(C(=O)Cn2cc([N+](=O)[O-])cn2)C1,14.285714285714286,15.882058156883279,0.7928751740042855,12.592489624685012,4,278.26800000000003,0.04199999999999959,0,6,4,1,,,,24.106424648399255,7,4,3,4,2,1,,,,,6.4830925726052815,4.041581895064876,16.375489589775302,10.888925591553775,227,16,12,1.1196657868962596,1.0705247485061338,6.493394566788621,6.054552218875559,28
102,ZINCk800000ds2R3,C[C@@H](O)CN1CCN(c2ncc([N+](=O)[O-])cn2)C[C@H]1C,14.285714285714286,15.189005259394039,0.8288892066936074,12.590002519924155,4,281.31600000000003,0.27609999999999957,1,7,4,1,,,,23.370539704909035,7,3,4,3,2,1,,,,,6.601578301779178,3.7959558448667767,25.30390275111964,10.793818652561644,229,16,13,1.1653744016659162,0.8247785920547379,9.038073356639677,8.714289252236004,28
103,ZINCf5000000azNl,c1nc(-c2n[nH]c(-c3cnc[nH]3)n2)n[nH]1,17.857142857142858,18.614658157328254,0.6757950696643555,12.579694206209812,5,202.181,-0.02010000000000034,3,5,2,1,,,,26.565042539650463,9,3,6,3,2,1,,,,,9.066078216351697,5.259051137457836,32.836211407639986,13.440819297176388,79,16,7,1.6449267574212578,1.3864227014729291,7.8947932208513265,7.072269324474714,28
104,ZINCk700000drnWa,COC(=O)NCCC(=O)OCc1c([N+](=O)[O-])ncn1C,14.285714285714286,15.882058156883279,0.7913420049027415,12.568139743849954,4,286.24399999999997,0.11759999999999993,1,8,6,1,,,,26.753501871115127,8,4,4,4,2,1,,,,,6.811303261996916,4.26854882204342,16.84695512820513,11.796852914276469,166,16,10,1.3024167939751874,0.9669265925722348,6.493394566788621,6.3638061434512805,28
105,ZINCj7000009jEVR,CC[S@@](=O)CC(=O)NCc1cn(-c2nccs2)nn1,14.285714285714286,15.924846448928484,0.789057068721233,12.565612658827247,4,299.38100000000003,0.10859999999999936,1,7,6,1,,,,22.000854840052103,7,3,4,3,2,1,,,,,7.5363119448494915,4.513245181376291,22.824933687002655,11.152447668650145,208,16,14,1.1520902728776636,1.0436119163266313,9.866748856639653,9.175597585800116,28
106,CHEMBL3099777,COc1cccc(OC)c1-c1nc(C(=O)N[C@@H](CC(C)C)C(=O)O)cn1-c1ccnc2ccccc12,17.857142857142858,19.37081096862443,0.6468916546595507,12.53081595959083,5,488.5440000000002,4.333800000000003,2,7,9,1,,,,36.732170222337295,12,6,6,6,2,1,,,,,17.84721042732737,14.315875115323148,23.691176470588246,22.568450376079852,6,16,0,1.7088888594931346,1.4993368171656567,10.35189885962957,9.308239750575101,28
107,ZINCk600000JTWJO,COC(=O)CC(=O)OCC(=O)Nc1ncc([N+](=O)[O-])s1,17.857142857142858,18.614658157328254,0.6712801178715534,12.495649921989983,5,303.252,0.09609999999999946,1,9,6,1,,,,30.094957272000688,9,5,4,5,2,1,,,,,10.843168465154692,6.720692378891602,28.04754934127504,15.65611566686619,28,16,15,1.9010714380582614,1.1422768023596819,7.8947932208513265,6.634587110661558,28
108,ZINCk700000wTyDp,Cc1cnc(C(=O)N[C@@H](C)Cc2cnccn2)c[n+]1[O-],17.857142857142858,18.646621874888975,0.6698214950926692,12.489908142665804,5,273.296,0.17442000000000002,1,5,4,1,,,,30.71184253871794,9,5,4,5,2,1,,,,,11.244765795968004,7.083145749192369,27.262575503781523,16.11153498165549,23,16,8,1.8459737781910892,1.2801653284615826,10.122770668152079,9.326729160763014,28
109,ZINCk800001bQgqw,O=C(C[C@H]1CSCN1)N1CC(n2nccc2[N+](=O)[O-])C1,10.714285714285714,13.280421819071655,0.9403913540054667,12.488793856200537,3,297.3400000000001,0.22719999999999985,1,7,4,1,,,,23.370539704909035,7,3,4,3,2,1,,,,,4.120110342403932,2.4451238536552933,13.08101714961561,8.932717683030209,335,16,8,0.4894036998326697,0.5495898402391229,8.790788474306497,8.72673739998992,28
110,ZINCk6000004bXbJ,CCOC(=O)NCCOC(=O)Cn1cnc([N+](=O)[O-])c1,14.285714285714286,15.882058156883279,0.7841759570361373,12.454328154877535,4,286.244,0.0806,1,8,7,1,,,,26.753501871115127,8,4,4,4,2,1,,,,,8.08598065327627,4.892762262494256,23.278469978977594,12.752860957735985,104,16,10,1.233877496509687,1.047996694970896,6.493394566788621,6.1064164409723185,28
111,ZINCk6000004bCwN,CC(C)(C(=O)NCc1ccc[n+]([O-])c1)N1CCOCC1,14.285714285714286,14.490870376529077,0.8589395493820623,12.446781671369761,4,279.34000000000003,0.04700000000000082,1,4,4,1,,,,23.370539704909035,7,3,4,3,2,1,,,,,7.088810887198663,4.392893664433624,18.35051546391753,11.159243091626255,204,16,9,0.9789931251419397,0.7766547434692813,7.509116392758873,7.2601175176988475,28
112,ZINCk8000018SUNX,CCN(C)C(=O)COC(=O)[C@H](F)n1cc([N+](=O)[O-])cn1,14.285714285714286,15.882058156883279,0.7830188544977329,12.43595098506912,4,288.235,0.2808999999999997,0,7,6,1,,,,24.106424648399255,7,4,3,4,2,1,,,,,6.687641881596545,4.041581895064876,19.368131868131876,11.042337573297223,216,16,14,1.2474520896339476,1.051410333762463,6.493394566788621,6.791183465434027,28
113,ZINCk8000004i225,CN(C)C[C@@]1(O)CCCN(c2c([N+](=O)[O-])cnn2C)C1,10.714285714285714,13.705634530873795,0.9070999213694433,12.432380005273945,3,283.33200000000005,0.22119999999999962,1,7,4,1,,,,26.753501871115127,8,4,4,4,2,1,,,,,4.87496943434831,3.051689070135798,12.110701323030092,10.344602543540015,281,16,7,0.7244012859564264,0.6150097927273642,5.667138254886672,6.139609072569622,28
114,ZINCj8000002rqQB,Cn1nccc1COC(=O)Cn1cnc([N+](=O)[O-])c1,14.285714285714286,15.882058156883279,0.7826961717843072,12.430826119448271,4,265.229,0.26819999999999977,0,8,5,1,,,,28.064765316002067,8,5,3,5,2,1,,,,,10.608403311150711,6.379635989320788,31.46531100478468,14.972493812363552,37,16,15,1.3476937938591895,0.9849792280258552,6.493394566788621,6.30749938589495,28
115,ZINCf5000000a8Km,Cc1nn(C[C@H](O)CCO)cc1[N+](=O)[O-],14.285714285714286,15.882058156883279,0.7818700171642277,12.417705083725592,4,215.209,-0.15698000000000006,2,6,5,1,,,,23.784240749250948,7,3,4,3,2,1,,,,,4.164714337639685,2.4019398647044867,15.650711883809118,9.069595940542502,324,16,8,1.135829241992017,1.1020394720821525,6.493394566788621,5.831411421048253,28
