job,method,metric,identifier_ordered,tie_aware,correction
ntsr1_seed2,full_cascade,roc_auc,0.9548533333333332,0.8266333333333333,tie handling
ntsr1_seed2,full_cascade,pr_auc,0.8430571138162863,0.6557070178874769,tie handling
ntsr1_seed2,full_cascade,ef_1pct,32.0,31.0,tie handling plus actual-cutoff EF normalization
ntsr1_seed2,full_cascade,ef_5pct,19.2,13.965886737757533,tie handling plus actual-cutoff EF normalization
ntsr1_seed2,full_cascade,ef_01pct,40.0,31.0,tie handling plus actual-cutoff EF normalization
ntsr1_seed2,full_cascade,top10_recovery,0.2,0.2,tie handling
ntsr1_seed2,full_cascade,top25_recovery,0.48,0.4652631578947368,tie handling
ntsr1_seed2,full_cascade,top50_recovery,0.68,0.68,tie handling
ntsr1_seed2,full_cascade,bedroc,0.902946919612103,0.7556834946056856,tie handling
ntsr1_seed2,stage3_only,roc_auc,0.95424,0.82658,tie handling
ntsr1_seed2,stage3_only,pr_auc,0.8222164656101187,0.6723308572369946,tie handling
ntsr1_seed2,stage3_only,ef_1pct,32.0,31.0,tie handling plus actual-cutoff EF normalization
ntsr1_seed2,stage3_only,ef_5pct,19.2,13.965886737757533,tie handling plus actual-cutoff EF normalization
ntsr1_seed2,stage3_only,ef_01pct,40.0,31.0,tie handling plus actual-cutoff EF normalization
ntsr1_seed2,stage3_only,top10_recovery,0.2,0.2,tie handling
ntsr1_seed2,stage3_only,top25_recovery,0.5,0.5,tie handling
ntsr1_seed2,stage3_only,top50_recovery,0.68,0.68,tie handling
ntsr1_seed2,stage3_only,bedroc,0.8930958398781331,0.7554116719936368,tie handling
ntsr1_seed2,standard_3d_pharmacophore,roc_auc,0.7683866666666667,0.7683866666666667,tie handling
ntsr1_seed2,standard_3d_pharmacophore,pr_auc,0.4228169964119938,0.42282956204233996,tie handling
ntsr1_seed2,standard_3d_pharmacophore,ef_1pct,26.0,25.1875,tie handling plus actual-cutoff EF normalization
ntsr1_seed2,standard_3d_pharmacophore,ef_5pct,9.6,9.538461538461538,tie handling plus actual-cutoff EF normalization
ntsr1_seed2,standard_3d_pharmacophore,ef_01pct,40.0,31.0,tie handling plus actual-cutoff EF normalization
ntsr1_seed2,standard_3d_pharmacophore,top10_recovery,0.2,0.2,tie handling
ntsr1_seed2,standard_3d_pharmacophore,top25_recovery,0.34,0.34,tie handling
ntsr1_seed2,standard_3d_pharmacophore,top50_recovery,0.44,0.44,tie handling
ntsr1_seed2,standard_3d_pharmacophore,bedroc,0.536689598196737,0.5366895981967393,tie handling
