pearson_r_screen_vs_native,spearman_r_screen_vs_native,median_abs_rank_shift,mean_abs_rank_shift,max_abs_rank_shift,n_ligands
0.03751677417830867,0.00019694910370574188,307.0,339.088,962,1000
